Airline,Source,Destination,Total_Stops,Price,Year,Total_duration,Dep_time_of_day,Arrival_time_of_day
Jet Airways,Kolkata,Banglore,1,9663,2019,910,Evening,Morning
Air India,Delhi,Cochin,2,10975,2019,1420,Morning,Morning
Air Asia,Kolkata,Banglore,0,4384,2019,155,Morning,Afternoon
Jet Airways,Delhi,Cochin,1,14714,2019,600,Morning,Evening
Jet Airways,Delhi,Cochin,2,10919,2019,830,Afternoon,Night
Jet Airways,Kolkata,Banglore,1,14388,2019,875,Afternoon,Night
Multiple carriers,Delhi,Cochin,1,10877,2019,455,Morning,Evening
IndiGo,Delhi,Cochin,1,7191,2019,810,Morning,Evening
GoAir,Kolkata,Banglore,1,6686,2019,495,Night,Morning
Multiple carriers,Delhi,Cochin,1,7530,2019,760,Afternoon,Night
IndiGo,Delhi,Cochin,1,6442,2019,895,Morning,Night
Jet Airways,Delhi,Cochin,1,10262,2019,1655,Morning,Afternoon
Jet Airways,Banglore,New Delhi,1,13817,2019,875,Evening,Morning
Jet Airways,Kolkata,Banglore,1,13626,2019,570,Afternoon,Night
Jet Airways,Kolkata,Banglore,1,14388,2019,910,Evening,Morning
IndiGo,Kolkata,Banglore,0,4804,2019,155,Night,Morning
IndiGo,Delhi,Cochin,0,5406,2019,185,Afternoon,Evening
SpiceJet,Delhi,Cochin,1,4611,2019,295,Evening,Night
IndiGo,Kolkata,Banglore,1,5069,2019,290,Morning,Afternoon
GoAir,Banglore,Delhi,0,3898,2019,175,Morning,Morning
IndiGo,Mumbai,Hyderabad,0,2754,2019,90,Afternoon,Afternoon
Multiple carriers,Delhi,Cochin,1,6943,2019,630,Afternoon,Night
Jet Airways,Kolkata,Banglore,1,14781,2019,750,Night,Evening
Jet Airways,Delhi,Cochin,1,16079,2019,360,Afternoon,Evening
IndiGo,Banglore,New Delhi,0,8033,2019,170,Afternoon,Evening
Multiple carriers,Delhi,Cochin,1,6953,2019,455,Morning,Evening
IndiGo,Banglore,Delhi,0,4823,2019,175,Morning,Morning
IndiGo,Kolkata,Banglore,0,4174,2019,155,Night,Morning
Jet Airways,Delhi,Cochin,2,12819,2019,1775,Afternoon,Evening
Jet Airways,Kolkata,Banglore,1,9663,2019,450,Evening,Night
SpiceJet,Kolkata,Banglore,0,3841,2019,155,Morning,Morning
IndiGo,Delhi,Cochin,0,5000,2019,195,Night,Morning
Air India,Banglore,New Delhi,2,13366,2019,980,Night,Night
Vistara,Mumbai,Hyderabad,1,12395,2019,1130,Evening,Afternoon
Air India,Kolkata,Banglore,1,7452,2019,1700,Afternoon,Evening
Jet Airways,Delhi,Cochin,1,15554,2019,1395,Evening,Evening
Jet Airways,Kolkata,Banglore,1,13067,2019,1325,Evening,Afternoon
IndiGo,Kolkata,Banglore,0,6565,2019,155,Afternoon,Evening
SpiceJet,Mumbai,Hyderabad,0,1965,2019,90,Night,Morning
SpiceJet,Chennai,Kolkata,0,3332,2019,155,Morning,Afternoon
IndiGo,Banglore,New Delhi,1,6208,2019,285,Night,Morning
Air India,Banglore,New Delhi,1,11161,2019,1730,Afternoon,Evening
Air India,Kolkata,Banglore,2,12224,2019,1665,Morning,Afternoon
Jet Airways,Kolkata,Banglore,1,9663,2019,1025,Evening,Afternoon
Jet Airways,Banglore,New Delhi,1,12284,2019,380,Morning,Afternoon
Air India,Delhi,Cochin,1,7480,2019,965,Evening,Morning
Jet Airways,Delhi,Cochin,1,17024,2019,550,Evening,Night
Jet Airways,Kolkata,Banglore,1,14151,2019,1365,Evening,Evening
IndiGo,Kolkata,Banglore,0,4804,2019,155,Evening,Evening
IndiGo,Delhi,Cochin,1,6069,2019,300,Afternoon,Evening
Vistara,Banglore,New Delhi,1,6065,2019,915,Morning,Evening
Jet Airways,Kolkata,Banglore,1,14151,2019,800,Evening,Morning
Jet Airways,Kolkata,Banglore,1,14231,2019,1025,Evening,Afternoon
Vistara,Mumbai,Hyderabad,1,12395,2019,1065,Afternoon,Morning
IndiGo,Delhi,Cochin,1,5636,2019,325,Night,Morning
Air India,Delhi,Cochin,1,5232,2019,320,Evening,Night
Jet Airways,Delhi,Cochin,1,14714,2019,865,Afternoon,Night
IndiGo,Chennai,Kolkata,0,3850,2019,140,Morning,Morning
Air India,Delhi,Cochin,1,7258,2019,955,Evening,Morning
Jet Airways,Banglore,New Delhi,1,17471,2019,1375,Evening,Evening
SpiceJet,Banglore,Delhi,0,4423,2019,175,Evening,Night
IndiGo,Mumbai,Hyderabad,0,2227,2019,90,Evening,Night
Multiple carriers,Delhi,Cochin,1,13377,2019,930,Morning,Night
Jet Airways,Banglore,Delhi,0,8016,2019,180,Morning,Morning
Air India,Banglore,New Delhi,1,5626,2019,1560,Morning,Morning
IndiGo,Banglore,New Delhi,0,6860,2019,170,Afternoon,Evening
IndiGo,Delhi,Cochin,1,6628,2019,415,Evening,Night
Jet Airways,Delhi,Cochin,1,11627,2019,1415,Afternoon,Afternoon
SpiceJet,Kolkata,Banglore,0,4174,2019,150,Evening,Evening
Jet Airways,Delhi,Cochin,1,14714,2019,610,Evening,Night
Jet Airways,Kolkata,Banglore,1,14151,2019,690,Morning,Evening
Jet Airways,Delhi,Cochin,1,12898,2019,1620,Afternoon,Evening
Jet Airways,Delhi,Cochin,1,12373,2019,395,Evening,Night
IndiGo,Banglore,Delhi,0,3943,2019,170,Morning,Afternoon
Air Asia,Kolkata,Banglore,2,7870,2019,500,Afternoon,Night
Jet Airways,Banglore,Delhi,0,8016,2019,185,Evening,Night
Air India,Delhi,Cochin,2,10975,2019,1220,Afternoon,Morning
IndiGo,Chennai,Kolkata,0,3850,2019,140,Morning,Morning
IndiGo,Kolkata,Banglore,0,4804,2019,165,Evening,Night
Jet Airways,Delhi,Cochin,1,15554,2019,455,Evening,Night
SpiceJet,Kolkata,Banglore,0,4465,2019,160,Morning,Morning
Jet Airways,Kolkata,Banglore,1,11841,2019,775,Evening,Morning
Multiple carriers,Delhi,Cochin,1,19332,2019,675,Morning,Evening
SpiceJet,Kolkata,Banglore,0,3841,2019,150,Evening,Evening
IndiGo,Banglore,Delhi,0,4591,2019,170,Morning,Afternoon
IndiGo,Kolkata,Banglore,1,5192,2019,290,Afternoon,Evening
Jet Airways,Delhi,Cochin,1,10577,2019,1100,Evening,Afternoon
Jet Airways,Delhi,Cochin,2,15129,2019,535,Evening,Night
Multiple carriers,Delhi,Cochin,1,11789,2019,780,Morning,Evening
Air India,Delhi,Cochin,1,8372,2019,640,Evening,Morning
Multiple carriers,Delhi,Cochin,1,8266,2019,795,Morning,Evening
Jet Airways,Kolkata,Banglore,1,14781,2019,800,Morning,Evening
Vistara,Banglore,Delhi,0,5613,2019,155,Evening,Evening
Jet Airways,Banglore,Delhi,0,7229,2019,175,Afternoon,Evening
IndiGo,Delhi,Cochin,1,6093,2019,750,Morning,Evening
Jet Airways,Delhi,Cochin,2,15544,2019,425,Night,Afternoon
GoAir,Delhi,Cochin,1,6296,2019,370,Morning,Afternoon
IndiGo,Kolkata,Banglore,0,4804,2019,165,Morning,Afternoon
Air Asia,Banglore,New Delhi,0,4284,2019,170,Night,Morning
IndiGo,Delhi,Cochin,1,6558,2019,885,Morning,Night
IndiGo,Delhi,Cochin,1,5775,2019,345,Evening,Night
SpiceJet,Chennai,Kolkata,0,3543,2019,135,Morning,Morning
Jet Airways,Delhi,Cochin,1,17024,2019,535,Morning,Evening
Jet Airways,Mumbai,Hyderabad,0,4050,2019,85,Morning,Morning
Air India,Mumbai,Hyderabad,2,14219,2019,1995,Morning,Afternoon
Air India,Delhi,Cochin,2,9653,2019,1410,Evening,Evening
IndiGo,Banglore,Delhi,0,3943,2019,165,Morning,Morning
Jet Airways,Kolkata,Banglore,1,10844,2019,1575,Afternoon,Afternoon
Jet Airways,Kolkata,Banglore,1,8849,2019,450,Evening,Night
IndiGo,Mumbai,Hyderabad,0,2754,2019,90,Night,Night
Jet Airways,Kolkata,Banglore,1,14151,2019,1685,Evening,Evening
Jet Airways,Kolkata,Banglore,1,9899,2019,740,Morning,Evening
Jet Airways,Delhi,Cochin,1,12242,2019,385,Night,Night
Jet Airways,Delhi,Cochin,2,10368,2019,1025,Evening,Afternoon
IndiGo,Mumbai,Hyderabad,0,5755,2019,90,Morning,Morning
Jet Airways,Delhi,Cochin,1,10262,2019,610,Evening,Night
SpiceJet,Kolkata,Banglore,1,6643,2019,520,Morning,Evening
Multiple carriers Premium economy,Delhi,Cochin,1,9845,2019,810,Morning,Evening
Jet Airways,Kolkata,Banglore,1,11134,2019,1025,Evening,Afternoon
SpiceJet,Delhi,Cochin,1,5583,2019,315,Morning,Morning
IndiGo,Delhi,Cochin,1,6069,2019,300,Afternoon,Evening
Jet Airways,Banglore,New Delhi,1,13817,2019,875,Night,Evening
Air India,Kolkata,Banglore,1,7795,2019,675,Morning,Evening
Multiple carriers,Delhi,Cochin,1,13977,2019,440,Night,Morning
IndiGo,Kolkata,Banglore,0,6038,2019,160,Evening,Night
IndiGo,Delhi,Cochin,0,5601,2019,195,Night,Morning
IndiGo,Delhi,Cochin,1,12351,2019,810,Morning,Evening
Air India,Delhi,Cochin,0,6094,2019,170,Night,Morning
Multiple carriers,Delhi,Cochin,1,7575,2019,520,Morning,Evening
Jet Airways,Delhi,Cochin,1,16079,2019,395,Evening,Night
Jet Airways,Delhi,Cochin,1,10262,2019,1425,Evening,Evening
Air Asia,Delhi,Cochin,1,13470,2019,340,Afternoon,Night
Jet Airways,Banglore,Delhi,0,8016,2019,175,Morning,Afternoon
Jet Airways,Delhi,Cochin,1,16289,2019,1475,Evening,Evening
Jet Airways,Delhi,Cochin,1,10262,2019,520,Evening,Night
IndiGo,Banglore,Delhi,0,4823,2019,175,Evening,Evening
Vistara,Banglore,Delhi,0,5403,2019,170,Morning,Afternoon
Jet Airways,Delhi,Cochin,1,12373,2019,1530,Evening,Evening
SpiceJet,Mumbai,Hyderabad,1,13552,2019,495,Afternoon,Night
Jet Airways,Kolkata,Banglore,1,10844,2019,740,Morning,Evening
Air India,Mumbai,Hyderabad,2,22619,2019,845,Morning,Night
Multiple carriers,Delhi,Cochin,1,8625,2019,520,Morning,Evening
IndiGo,Banglore,New Delhi,0,4777,2019,165,Morning,Morning
IndiGo,Delhi,Cochin,0,5000,2019,195,Night,Morning
Jet Airways,Delhi,Cochin,2,21954,2019,1475,Evening,Evening
Jet Airways,Delhi,Cochin,1,11627,2019,1015,Morning,Night
Jet Airways,Kolkata,Banglore,1,13731,2019,875,Afternoon,Night
IndiGo,Banglore,Delhi,0,3943,2019,170,Night,Night
Jet Airways,Banglore,New Delhi,1,6992,2019,845,Morning,Night
Jet Airways,Kolkata,Banglore,1,13941,2019,585,Evening,Night
Jet Airways,Delhi,Cochin,1,14924,2019,660,Morning,Evening
Jet Airways,Delhi,Cochin,1,18371,2019,620,Night,Afternoon
IndiGo,Chennai,Kolkata,0,7295,2019,140,Evening,Evening
Air India,Banglore,New Delhi,1,9292,2019,1420,Evening,Afternoon
Jet Airways,Kolkata,Banglore,1,13941,2019,735,Evening,Morning
IndiGo,Kolkata,Banglore,1,4150,2019,335,Night,Morning
Jet Airways,Kolkata,Banglore,1,12681,2019,1655,Evening,Night
IndiGo,Delhi,Cochin,0,5601,2019,195,Night,Morning
Air India,Kolkata,Banglore,2,14960,2019,1385,Morning,Morning
Multiple carriers,Delhi,Cochin,1,13377,2019,570,Afternoon,Night
IndiGo,Mumbai,Hyderabad,0,3342,2019,85,Afternoon,Afternoon
Jet Airways,Banglore,Delhi,0,8016,2019,175,Morning,Afternoon
Jet Airways,Banglore,New Delhi,1,16736,2019,1035,Night,Night
Jet Airways,Kolkata,Banglore,1,10031,2019,1350,Evening,Evening
Air India,Delhi,Cochin,1,7258,2019,705,Evening,Morning
Jet Airways,Banglore,Delhi,0,4030,2019,165,Morning,Morning
Air India,Delhi,Cochin,2,13381,2019,1730,Afternoon,Evening
Jet Airways,Delhi,Cochin,2,16704,2019,1760,Night,Night
Multiple carriers,Delhi,Cochin,1,13587,2019,720,Morning,Evening
Jet Airways,Mumbai,Hyderabad,0,5678,2019,85,Night,Night
Jet Airways,Kolkata,Banglore,1,7064,2019,1610,Morning,Morning
IndiGo,Mumbai,Hyderabad,0,2754,2019,90,Night,Night
Vistara,Banglore,Delhi,0,4668,2019,170,Morning,Afternoon
Air Asia,Kolkata,Banglore,0,4107,2019,150,Evening,Night
IndiGo,Delhi,Cochin,1,5894,2019,965,Night,Evening
Jet Airways,Delhi,Cochin,1,10262,2019,655,Evening,Night
Jet Airways,Kolkata,Banglore,1,13941,2019,945,Afternoon,Morning
Air Asia,Delhi,Cochin,1,6451,2019,865,Afternoon,Morning
Air India,Delhi,Cochin,2,10975,2019,1420,Morning,Morning
Air India,Delhi,Cochin,2,14746,2019,1180,Afternoon,Morning
Air Asia,Delhi,Cochin,1,11410,2019,625,Evening,Morning
SpiceJet,Kolkata,Banglore,0,3841,2019,155,Morning,Morning
Air India,Delhi,Cochin,2,13381,2019,1490,Morning,Morning
Multiple carriers,Delhi,Cochin,1,15078,2019,840,Morning,Night
Air India,Kolkata,Banglore,1,8891,2019,545,Morning,Evening
Jet Airways,Kolkata,Banglore,1,7757,2019,1200,Afternoon,Morning
Air India,Banglore,Delhi,0,4441,2019,180,Night,Morning
Jet Airways,Kolkata,Banglore,1,10031,2019,1345,Evening,Evening
IndiGo,Banglore,Delhi,0,4823,2019,170,Afternoon,Afternoon
Air India,Kolkata,Banglore,1,8576,2019,545,Morning,Evening
Jet Airways,Banglore,New Delhi,1,11087,2019,1175,Evening,Afternoon
Jet Airways,Delhi,Cochin,1,12373,2019,1595,Morning,Afternoon
Air India,Kolkata,Banglore,2,11432,2019,1210,Morning,Night
IndiGo,Mumbai,Hyderabad,0,3175,2019,90,Afternoon,Evening
IndiGo,Kolkata,Banglore,0,4804,2019,165,Morning,Afternoon
Jet Airways,Delhi,Cochin,2,13014,2019,1615,Morning,Afternoon
Multiple carriers,Delhi,Cochin,1,7563,2019,910,Morning,Night
SpiceJet,Kolkata,Banglore,0,3873,2019,145,Morning,Morning
IndiGo,Delhi,Cochin,1,6282,2019,780,Morning,Night
Multiple carriers,Delhi,Cochin,1,11200,2019,630,Morning,Evening
Vistara,Banglore,Delhi,0,5613,2019,165,Evening,Night
IndiGo,Delhi,Cochin,0,5601,2019,195,Afternoon,Evening
Jet Airways,Delhi,Cochin,1,10262,2019,1355,Afternoon,Afternoon
IndiGo,Banglore,New Delhi,0,14306,2019,175,Evening,Night
Jet Airways,Kolkata,Banglore,1,7064,2019,1485,Evening,Evening
Jet Airways,Delhi,Cochin,1,18371,2019,715,Morning,Evening
Air India,Delhi,Cochin,2,13591,2019,1380,Evening,Evening
Multiple carriers,Delhi,Cochin,2,18275,2019,460,Evening,Night
IndiGo,Banglore,Delhi,0,3749,2019,170,Night,Night
Air Asia,Kolkata,Banglore,2,6810,2019,500,Afternoon,Night
Multiple carriers,Delhi,Cochin,1,7485,2019,560,Morning,Evening
Air India,Kolkata,Banglore,0,5510,2019,150,Afternoon,Afternoon
Jet Airways,Delhi,Cochin,1,10262,2019,610,Evening,Night
Multiple carriers,Delhi,Cochin,1,6723,2019,540,Morning,Afternoon
Multiple carriers,Delhi,Cochin,1,8307,2019,450,Morning,Afternoon
GoAir,Delhi,Cochin,1,6146,2019,460,Night,Afternoon
Jet Airways,Delhi,Cochin,2,15129,2019,1390,Afternoon,Afternoon
Jet Airways,Kolkata,Banglore,1,14388,2019,330,Morning,Afternoon
Jet Airways,Banglore,Delhi,0,4544,2019,165,Morning,Morning
Jet Airways,Banglore,Delhi,0,5198,2019,175,Morning,Afternoon
IndiGo,Delhi,Cochin,1,7503,2019,975,Morning,Night
GoAir,Banglore,New Delhi,1,12314,2019,270,Afternoon,Evening
Air India,Delhi,Cochin,1,8372,2019,375,Afternoon,Evening
Jet Airways,Kolkata,Banglore,1,14781,2019,425,Afternoon,Night
Jet Airways,Banglore,Delhi,0,8016,2019,180,Evening,Night
IndiGo,Chennai,Kolkata,0,6297,2019,140,Morning,Morning
Jet Airways,Kolkata,Banglore,1,14388,2019,1495,Morning,Morning
GoAir,Delhi,Cochin,1,6393,2019,370,Morning,Afternoon
Jet Airways,Kolkata,Banglore,1,14939,2019,775,Evening,Morning
Jet Airways,Kolkata,Banglore,1,14781,2019,685,Morning,Evening
IndiGo,Delhi,Cochin,1,14871,2019,810,Morning,Evening
SpiceJet,Banglore,Delhi,0,4319,2019,170,Morning,Afternoon
Jet Airways,Kolkata,Banglore,1,13067,2019,1005,Evening,Morning
Jet Airways,Banglore,New Delhi,1,9134,2019,375,Morning,Afternoon
IndiGo,Banglore,Delhi,0,3943,2019,180,Evening,Night
Air India,Delhi,Cochin,1,8879,2019,735,Morning,Evening
Jet Airways,Kolkata,Banglore,1,14571,2019,1025,Evening,Afternoon
IndiGo,Kolkata,Banglore,0,5644,2019,155,Morning,Afternoon
Jet Airways,Kolkata,Banglore,1,9663,2019,1330,Morning,Night
Jet Airways,Kolkata,Banglore,1,14571,2019,570,Afternoon,Night
SpiceJet,Banglore,Delhi,0,3971,2019,175,Evening,Night
Jet Airways,Delhi,Cochin,1,17024,2019,590,Morning,Evening
SpiceJet,Kolkata,Banglore,0,3841,2019,150,Evening,Evening
Jet Airways,Delhi,Cochin,1,12898,2019,1395,Evening,Evening
Jet Airways,Delhi,Cochin,2,13376,2019,830,Afternoon,Night
Jet Airways,Delhi,Cochin,2,9905,2019,910,Evening,Afternoon
Multiple carriers,Delhi,Cochin,1,13587,2019,780,Morning,Evening
Multiple carriers,Delhi,Cochin,1,7740,2019,900,Morning,Evening
Multiple carriers,Delhi,Cochin,1,9794,2019,395,Morning,Afternoon
Jet Airways,Banglore,New Delhi,1,17471,2019,1350,Night,Evening
Jet Airways,Delhi,Cochin,2,15129,2019,880,Afternoon,Night
Jet Airways,Kolkata,Banglore,1,11467,2019,1730,Morning,Afternoon
Air India,Kolkata,Banglore,1,6528,2019,1440,Afternoon,Afternoon
Multiple carriers,Delhi,Cochin,1,8266,2019,705,Morning,Evening
IndiGo,Delhi,Cochin,1,6442,2019,940,Morning,Night
Jet Airways,Delhi,Cochin,1,10262,2019,825,Night,Afternoon
Jet Airways,Mumbai,Hyderabad,0,17501,2019,85,Morning,Morning
Air India,Banglore,Delhi,0,8273,2019,165,Morning,Morning
Air India,Delhi,Cochin,2,10703,2019,1485,Evening,Evening
Multiple carriers,Delhi,Cochin,1,8510,2019,930,Morning,Night
IndiGo,Mumbai,Hyderabad,0,2754,2019,90,Evening,Evening
IndiGo,Mumbai,Hyderabad,0,2227,2019,90,Evening,Night
Multiple carriers,Delhi,Cochin,2,18275,2019,460,Evening,Night
SpiceJet,Delhi,Cochin,1,6356,2019,270,Morning,Afternoon
Jet Airways,Kolkata,Banglore,1,14781,2019,400,Afternoon,Evening
Jet Airways,Delhi,Cochin,2,13029,2019,1615,Morning,Afternoon
GoAir,Banglore,Delhi,0,4340,2019,170,Morning,Afternoon
Air India,Kolkata,Banglore,2,12224,2019,1215,Evening,Afternoon
Jet Airways,Kolkata,Banglore,1,10844,2019,1545,Afternoon,Evening
IndiGo,Kolkata,Banglore,0,4174,2019,165,Morning,Afternoon
Air India,Banglore,New Delhi,2,14887,2019,1795,Evening,Night
Multiple carriers,Delhi,Cochin,1,12853,2019,615,Morning,Evening
Air Asia,Banglore,Delhi,0,3383,2019,165,Morning,Afternoon
GoAir,Banglore,New Delhi,0,11111,2019,175,Morning,Afternoon
Jet Airways,Banglore,Delhi,0,7229,2019,180,Evening,Evening
Jet Airways,Banglore,Delhi,0,4030,2019,180,Evening,Evening
IndiGo,Delhi,Cochin,1,14871,2019,635,Afternoon,Night
Jet Airways,Delhi,Cochin,1,12898,2019,520,Evening,Night
Multiple carriers,Delhi,Cochin,1,14533,2019,465,Morning,Evening
Air India,Delhi,Cochin,1,7258,2019,875,Evening,Morning
SpiceJet,Delhi,Cochin,1,4812,2019,270,Morning,Afternoon
Jet Airways,Kolkata,Banglore,1,12384,2019,690,Morning,Evening
Air India,Delhi,Cochin,2,8603,2019,1180,Afternoon,Morning
Air India,Delhi,Cochin,2,8603,2019,435,Afternoon,Evening
Jet Airways,Kolkata,Banglore,1,14231,2019,570,Afternoon,Night
Air Asia,Delhi,Cochin,1,11410,2019,625,Evening,Morning
Air India,Banglore,New Delhi,2,12725,2019,1475,Morning,Morning
Jet Airways,Delhi,Cochin,2,13292,2019,1620,Morning,Afternoon
SpiceJet,Kolkata,Banglore,0,3873,2019,155,Morning,Morning
IndiGo,Chennai,Kolkata,0,3850,2019,140,Morning,Morning
SpiceJet,Kolkata,Banglore,1,8479,2019,435,Morning,Evening
Jet Airways,Kolkata,Banglore,1,14151,2019,840,Morning,Night
Air India,Banglore,Delhi,0,5228,2019,165,Morning,Morning
Vistara,Kolkata,Banglore,1,9397,2019,1555,Morning,Morning
Jet Airways,Mumbai,Hyderabad,0,4995,2019,85,Morning,Morning
Air Asia,Banglore,Delhi,0,4282,2019,170,Night,Morning
Air India,Kolkata,Banglore,2,10697,2019,810,Morning,Evening
Jet Airways,Kolkata,Banglore,1,9314,2019,1730,Morning,Afternoon
IndiGo,Chennai,Kolkata,0,3540,2019,145,Night,Morning
Air India,Delhi,Cochin,2,9443,2019,1595,Afternoon,Evening
Multiple carriers,Delhi,Cochin,1,15147,2019,480,Morning,Afternoon
Jet Airways,Banglore,Delhi,0,8016,2019,180,Morning,Morning
IndiGo,Mumbai,Hyderabad,0,2437,2019,90,Evening,Night
IndiGo,Delhi,Cochin,1,6104,2019,895,Morning,Night
SpiceJet,Mumbai,Hyderabad,0,1965,2019,90,Night,Night
Multiple carriers,Delhi,Cochin,1,7408,2019,480,Afternoon,Evening
IndiGo,Mumbai,Hyderabad,0,4049,2019,90,Morning,Morning
Jet Airways,Banglore,Delhi,0,8016,2019,180,Evening,Night
Multiple carriers,Delhi,Cochin,1,10197,2019,720,Morning,Evening
Jet Airways,Kolkata,Banglore,1,10844,2019,665,Evening,Morning
Jet Airways,Kolkata,Banglore,1,12692,2019,1570,Evening,Evening
Jet Airways,Kolkata,Banglore,1,14781,2019,475,Morning,Afternoon
GoAir,Kolkata,Banglore,1,7335,2019,495,Night,Morning
Jet Airways,Banglore,Delhi,0,7229,2019,180,Morning,Morning
Vistara,Banglore,New Delhi,0,4353,2019,175,Evening,Night
Jet Airways,Kolkata,Banglore,1,13941,2019,735,Evening,Morning
Jet Airways,Banglore,New Delhi,1,12295,2019,280,Morning,Afternoon
Jet Airways,Delhi,Cochin,1,12898,2019,825,Night,Afternoon
Vistara,Kolkata,Banglore,1,7927,2019,930,Morning,Night
Air Asia,Banglore,Delhi,0,4483,2019,170,Night,Night
Jet Airways,Banglore,New Delhi,1,19225,2019,405,Morning,Evening
GoAir,Delhi,Cochin,1,4692,2019,370,Morning,Afternoon
Jet Airways,Banglore,New Delhi,1,13555,2019,725,Evening,Morning
IndiGo,Delhi,Cochin,1,6270,2019,630,Afternoon,Night
Jet Airways,Kolkata,Banglore,1,13584,2019,1285,Evening,Afternoon
Jet Airways,Delhi,Cochin,2,13180,2019,1600,Afternoon,Evening
Jet Airways,Kolkata,Banglore,1,14151,2019,1295,Evening,Evening
Vistara,Delhi,Cochin,0,6216,2019,190,Morning,Morning
Multiple carriers,Delhi,Cochin,1,15135,2019,680,Morning,Evening
Multiple carriers,Delhi,Cochin,1,15136,2019,570,Morning,Evening
Jet Airways,Delhi,Cochin,1,10262,2019,1005,Night,Evening
Jet Airways,Kolkata,Banglore,1,12384,2019,750,Morning,Night
Jet Airways,Kolkata,Banglore,1,9314,2019,575,Morning,Evening
Jet Airways,Kolkata,Banglore,1,9314,2019,1500,Evening,Evening
Air India,Delhi,Cochin,1,10454,2019,615,Morning,Evening
Air India,Delhi,Cochin,1,8372,2019,520,Night,Morning
Jet Airways,Delhi,Cochin,1,11848,2019,520,Evening,Night
IndiGo,Delhi,Cochin,1,6416,2019,750,Morning,Evening
IndiGo,Mumbai,Hyderabad,0,3342,2019,90,Morning,Morning
Jet Airways,Kolkata,Banglore,2,10118,2019,1495,Morning,Morning
Air India,Kolkata,Banglore,2,14960,2019,1185,Afternoon,Afternoon
IndiGo,Delhi,Cochin,1,6818,2019,665,Night,Afternoon
Air India,Kolkata,Banglore,0,5510,2019,150,Afternoon,Afternoon
Jet Airways,Kolkata,Banglore,1,14388,2019,1610,Morning,Morning
Multiple carriers,Delhi,Cochin,1,7038,2019,455,Afternoon,Night
Multiple carriers,Delhi,Cochin,1,8266,2019,630,Morning,Evening
Jet Airways,Delhi,Cochin,2,14300,2019,1480,Evening,Evening
Air India,Kolkata,Banglore,1,8366,2019,1350,Morning,Morning
Jet Airways,Banglore,New Delhi,1,17261,2019,695,Night,Morning
Vistara,Kolkata,Banglore,1,8452,2019,1555,Morning,Morning
IndiGo,Kolkata,Banglore,1,8567,2019,320,Afternoon,Evening
Multiple carriers,Delhi,Cochin,1,9646,2019,925,Morning,Night
Air India,Delhi,Cochin,2,8341,2019,1275,Night,Evening
Jet Airways,Delhi,Cochin,1,12373,2019,1530,Evening,Evening
SpiceJet,Chennai,Kolkata,0,3543,2019,140,Evening,Evening
Jet Airways,Kolkata,Banglore,1,13994,2019,395,Evening,Night
IndiGo,Banglore,New Delhi,0,4777,2019,170,Night,Morning
Multiple carriers,Delhi,Cochin,1,7038,2019,455,Afternoon,Night
IndiGo,Mumbai,Hyderabad,0,3175,2019,90,Afternoon,Evening
Multiple carriers,Delhi,Cochin,1,7408,2019,660,Morning,Evening
IndiGo,Banglore,Delhi,0,3943,2019,180,Evening,Night
Jet Airways,Delhi,Cochin,1,15974,2019,1225,Morning,Night
SpiceJet,Kolkata,Banglore,0,3873,2019,155,Morning,Morning
IndiGo,Banglore,Delhi,0,4423,2019,170,Morning,Afternoon
Jet Airways,Delhi,Cochin,2,15129,2019,1125,Morning,Night
