,loan_amnt,funded_amnt,term,int_rate,installment,home_ownership,annual_inc,loan_status,purpose,addr_state,dti,open_acc,total_acc,total_pymnt,repay_fail
2397,25000,23800,60 months,11.86,527.74,RENT,48500.0,Fully Paid,credit_card,CA,14.94,8,20,31664.04766,0
2398,8400,8400,36 months,7.51,261.34,MORTGAGE,55704.0,Fully Paid,home_improvement,FL,11.09,10,14,9408.15921,0
2399,10000,10000,60 months,18.25,255.3,RENT,39996.0,Fully Paid,debt_consolidation,TX,20.73,10,21,15000.05,0
2400,9125,9125,36 months,5.79,276.74,MORTGAGE,45000.0,Fully Paid,debt_consolidation,GA,16.51,12,31,9962.355802,0
2401,3000,3000,36 months,20.25,111.88,RENT,29000.0,Fully Paid,other,GA,14.19,3,5,4021.821732,0
2402,12000,12000,36 months,11.99,398.52,MORTGAGE,112000.0,Fully Paid,debt_consolidation,MO,7.86,16,28,14342.53894,0
2403,4800,4800,36 months,7.49,149.29,RENT,45840.0,Fully Paid,credit_card,AL,27.83,11,12,5374.351633,0
2404,5350,5350,36 months,13.06,180.42,MORTGAGE,36000.0,Charged Off,debt_consolidation,KY,23.73,11,28,540.18,1
2405,17625,17625,60 months,15.27,421.8,OWN,70000.0,Fully Paid,debt_consolidation,CA,14.59,8,17,22369.91862,0
2406,13000,13000,36 months,11.71,429.99,RENT,120000.0,Fully Paid,debt_consolidation,VA,3.41,7,9,15479.53774,0
2407,4000,4000,36 months,14.82,138.31,RENT,24996.0,Does not meet the credit policy. Status:Fully Paid,wedding,CO,3.55,3,3,4194.313531,0
2408,25000,25000,60 months,13.06,569.6,MORTGAGE,45000.0,Charged Off,home_improvement,KS,12.29,6,20,28962.37,1
2409,3625,3625,36 months,11.11,118.87,RENT,24000.0,Charged Off,other,GA,22.9,7,10,700.63,1
2410,1800,1800,36 months,9.63,57.77,MORTGAGE,100000.0,Fully Paid,small_business,FL,6.41,14,38,2094.811421,0
2411,5000,5000,36 months,5.99,152.09,RENT,45000.0,Charged Off,moving,NJ,9.87,13,20,1517.53,1
2412,20000,20000,36 months,13.43,678.03,MORTGAGE,98000.0,Charged Off,debt_consolidation,CA,10.26,12,26,22001.18,1
2413,12500,12500,36 months,7.9,391.13,MORTGAGE,70000.0,Fully Paid,credit_card,AZ,7.13,10,19,14080.61,0
2414,7500,7500,36 months,9.07,238.75,RENT,60000.0,Fully Paid,other,FL,4.86,10,29,8473.625244,0
2415,3300,3300,60 months,12.61,74.43,MORTGAGE,31000.0,Fully Paid,major_purchase,TX,20.36,12,25,4465.630576,0
2416,8400,8400,36 months,10.99,274.97,MORTGAGE,28000.0,Charged Off,credit_card,PA,20.8,6,14,6958.77,1
2417,6000,6000,36 months,9.99,193.58,MORTGAGE,100000.0,Fully Paid,car,TX,12.68,7,29,6698.831724,0
2419,16800,16800,36 months,16.4,593.97,MORTGAGE,80000.0,Fully Paid,debt_consolidation,MO,7.02,8,13,21382.51394,0
2420,7475,7475,36 months,8.49,235.94,MORTGAGE,25000.0,Fully Paid,credit_card,FL,25.15,17,27,7630.209198,0
2421,9200,9200,36 months,7.88,287.79,RENT,73000.0,Fully Paid,debt_consolidation,CO,12.21,8,18,10323.51667,0
2422,10000,10000,60 months,10.37,214.3,MORTGAGE,39000.0,Fully Paid,debt_consolidation,PA,16.95,8,20,12855.1,0
2424,1000,1000,36 months,14.3,34.33,RENT,15000.0,Fully Paid,educational,CO,15.04,14,27,1250.854962,0
2425,3600,3600,60 months,10.0,76.49,MORTGAGE,70800.0,Fully Paid,car,TX,1.39,6,6,4533.078422,0
2426,12000,12000,36 months,13.11,404.94,RENT,44412.0,Fully Paid,debt_consolidation,CA,22.43,10,26,14299.18351,0
2429,17000,12025,60 months,15.99,292.37,MORTGAGE,94000.0,Fully Paid,debt_consolidation,LA,14.12,8,61,13963.75516,0
2430,10000,10000,36 months,12.42,334.16,RENT,65000.0,Fully Paid,debt_consolidation,MD,19.86,13,17,12029.44225,0
2431,15000,15000,60 months,13.06,341.76,MORTGAGE,68000.0,Charged Off,debt_consolidation,TX,18.95,10,25,17771.52,1
2432,6000,6000,36 months,5.42,180.96,RENT,54000.0,Fully Paid,major_purchase,CA,2.29,6,15,6515.355375,0
2433,20000,20000,36 months,11.99,664.2,RENT,76500.0,Fully Paid,debt_consolidation,IL,11.65,11,16,23910.79843,0
2434,2200,2200,36 months,11.71,72.77,MORTGAGE,86015.0,Fully Paid,home_improvement,NY,1.02,4,9,2304.28781,0
2435,4500,4500,36 months,7.66,140.31,OWN,26880.0,Charged Off,major_purchase,CA,1.47,3,3,1164.39,1
2436,1750,1750,36 months,11.14,57.41,RENT,22000.0,Fully Paid,credit_card,CA,8.02,4,5,2066.773987,0
2437,7000,7000,36 months,13.49,237.52,RENT,65000.0,Fully Paid,debt_consolidation,OH,12.9,6,11,8550.418322,0
2438,13000,13000,60 months,7.49,260.44,MORTGAGE,80004.0,Current,other,CA,9.09,14,38,14841.02,0
2441,6000,6000,36 months,16.0,210.95,RENT,50000.0,Does not meet the credit policy. Status:Fully Paid,credit_card,LA,13.75,20,35,7593.921603,0
2442,8000,8000,36 months,14.96,277.16,MORTGAGE,96000.0,Fully Paid,credit_card,NJ,5.65,8,23,9978.123308,0
2443,12000,12000,60 months,11.49,263.86,RENT,28000.0,Charged Off,debt_consolidation,NY,9.21,14,60,786.3,1
2444,3000,3000,36 months,5.79,90.99,RENT,79272.0,Fully Paid,other,TX,11.69,6,30,3178.772058,0
2445,10000,10000,36 months,13.16,337.71,RENT,21000.0,Fully Paid,debt_consolidation,FL,3.89,15,15,12157.1464,0
2446,21000,21000,36 months,11.36,691.14,RENT,63000.0,Fully Paid,house,CO,16.13,16,30,24817.15626,0
2447,3000,3000,36 months,15.65,104.96,OWN,30000.0,Fully Paid,other,NY,1.68,6,14,3793.750729,0
2448,12000,12000,36 months,6.99,370.48,RENT,70000.0,Fully Paid,small_business,CA,10.11,9,15,13336.89269,0
2449,7100,7100,36 months,12.29,236.81,MORTGAGE,25000.0,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,ID,15.55,6,6,8524.992521,0
2450,20000,12525,60 months,17.14,312.23,MORTGAGE,56000.0,Fully Paid,other,IL,10.91,16,36,16522.02817,0
2452,16000,16000,36 months,14.22,548.55,RENT,50000.0,Fully Paid,credit_card,IL,13.73,5,10,19749.31414,0
2453,24000,24000,60 months,16.45,589.39,OWN,57600.0,Fully Paid,debt_consolidation,IL,14.58,11,24,24330.48,0
2454,8000,8000,36 months,14.82,276.62,RENT,90000.0,Does not meet the credit policy. Status:Fully Paid,educational,CA,15.95,9,10,9958.225582,0
2455,2400,2400,36 months,13.61,81.58,MORTGAGE,60000.0,Fully Paid,home_improvement,FL,22.92,8,25,2936.760313,0
2456,17000,17000,60 months,14.91,403.63,MORTGAGE,57000.0,Charged Off,small_business,CO,18.95,6,24,5849.07,1
2457,16800,16800,36 months,12.42,561.38,RENT,125000.0,Fully Paid,car,OR,17.34,9,24,19991.80976,0
2458,18000,18000,60 months,12.42,404.24,MORTGAGE,75000.0,Fully Paid,home_improvement,CA,24.02,11,25,22717.76853,0
2459,6000,6000,36 months,7.51,186.66,MORTGAGE,97500.0,Fully Paid,other,NH,11.85,7,22,6719.807215,0
2461,10000,10000,36 months,16.45,353.8,MORTGAGE,26000.0,Charged Off,house,WV,12.23,9,21,8567.41,1
2462,20000,20000,36 months,11.83,662.68,RENT,75000.0,Fully Paid,wedding,NY,7.42,5,17,23510.80699,0
2463,4000,4000,36 months,14.59,137.86,RENT,34000.0,Charged Off,debt_consolidation,NY,6.28,9,15,3521.85,1
2464,17000,14875,36 months,8.49,469.5,RENT,51000.0,Fully Paid,debt_consolidation,NY,23.48,10,21,15643.74064,0
2465,24000,17300,60 months,13.23,395.67,MORTGAGE,65700.0,Fully Paid,credit_card,CA,13.33,10,17,21930.09073,0
2466,5000,5000,36 months,10.65,162.87,RENT,37000.0,Fully Paid,debt_consolidation,FL,15.34,7,13,5654.245866,0
2467,15000,15000,36 months,16.35,529.94,RENT,70000.0,Fully Paid,debt_consolidation,MA,16.66,13,28,19077.69326,0
2468,7000,7000,60 months,13.98,162.81,MORTGAGE,30000.0,Fully Paid,debt_consolidation,NY,13.72,14,28,9764.830009,0
2469,15000,15000,36 months,9.99,483.94,MORTGAGE,50000.0,Fully Paid,debt_consolidation,CA,14.28,5,18,16193.05469,0
2470,2800,2800,36 months,14.35,96.18,RENT,40000.0,Fully Paid,debt_consolidation,WA,21.63,8,21,3280.33322,0
2471,17700,17700,36 months,10.99,579.4,RENT,105600.0,Fully Paid,credit_card,TX,18.39,14,29,20858.03844,0
2472,7000,7000,60 months,16.02,170.31,MORTGAGE,40000.0,Charged Off,home_improvement,MI,5.64,8,15,1148.55,1
2473,20000,20000,36 months,11.14,656.07,RENT,60000.0,Fully Paid,debt_consolidation,CA,8.56,9,26,23275.85945,0
2474,7750,7750,36 months,12.53,259.37,MORTGAGE,121352.52,Fully Paid,credit_card,WA,24.54,12,23,9337.04987,0
2475,2500,2500,36 months,17.49,89.75,RENT,43000.0,Charged Off,debt_consolidation,PA,13.31,3,17,2240.78,1
2476,6300,6300,36 months,7.88,197.08,RENT,84000.0,Fully Paid,debt_consolidation,NY,18.21,9,19,6624.243934,0
2477,18000,18000,60 months,11.99,400.31,MORTGAGE,85000.0,Current,home_improvement,IL,7.99,9,21,23189.18,0
2478,4000,4000,36 months,8.49,126.26,MORTGAGE,35000.0,Charged Off,home_improvement,AL,2.57,6,7,2434.21,1
2479,5000,5000,36 months,10.25,161.93,RENT,47184.0,Fully Paid,debt_consolidation,OR,13.76,8,10,5829.63192,0
2480,11500,7100,60 months,6.54,139.06,MORTGAGE,70221.0,Fully Paid,debt_consolidation,CT,10.46,16,40,7176.856735,0
2481,8000,8000,36 months,11.36,263.29,OWN,55000.0,Fully Paid,other,NY,11.63,8,15,9229.336231,0
2482,10000,10000,36 months,13.85,341.04,MORTGAGE,60000.0,Fully Paid,wedding,MA,21.52,13,37,12278.22482,0
2483,20000,20000,36 months,12.18,666.0,MORTGAGE,106226.0,Fully Paid,debt_consolidation,KY,13.84,12,39,23876.94546,0
2484,6850,6850,36 months,6.54,210.08,RENT,57000.0,Fully Paid,credit_card,TX,22.13,13,25,6923.783198,0
2485,16750,16750,60 months,16.4,410.9,RENT,45000.0,Fully Paid,debt_consolidation,NV,22.53,7,31,18085.5066,0
2486,6400,6400,60 months,14.91,151.96,RENT,35000.0,Fully Paid,small_business,NY,12.96,3,5,9117.014215,0
2487,5000,5000,36 months,5.42,150.8,RENT,42000.0,Fully Paid,medical,WA,2.63,6,11,5429.221373,0
2488,12000,12000,36 months,9.38,383.73,MORTGAGE,135000.0,Fully Paid,small_business,FL,9.91,9,31,13784.62429,0
2489,12000,12000,36 months,12.49,401.37,OWN,75000.0,Fully Paid,credit_card,FL,15.0,9,24,14449.28798,0
2490,20500,20500,60 months,10.65,442.15,OWN,78586.0,Charged Off,small_business,TX,2.29,19,46,21223.2,1
2491,13000,13000,36 months,9.88,418.74,RENT,130000.0,Fully Paid,debt_consolidation,NY,9.2,6,12,14679.42207,0
2492,20000,20000,36 months,13.22,676.02,RENT,105000.0,Charged Off,debt_consolidation,CA,24.89,17,59,8107.2,1
2493,8000,8000,36 months,8.9,254.03,MORTGAGE,120000.0,Fully Paid,credit_card,CA,10.52,10,15,8300.677545,0
2495,8900,5450,60 months,6.17,105.8,MORTGAGE,70000.0,Fully Paid,car,KY,7.82,11,34,5870.586779,0
2496,20000,20000,36 months,20.17,745.01,RENT,65000.0,Fully Paid,credit_card,NV,15.93,5,8,26869.34786,0
2497,9000,9000,60 months,12.68,203.31,RENT,37500.0,Fully Paid,debt_consolidation,PA,15.04,7,9,12195.19001,0
2498,5000,5000,36 months,8.59,158.06,MORTGAGE,50000.0,Fully Paid,debt_consolidation,CO,8.02,7,34,5692.204643,0
2500,22000,22000,36 months,7.49,684.24,OWN,50343.0,Fully Paid,debt_consolidation,CA,23.67,9,21,24632.46962,0
2501,25000,25000,36 months,19.04,916.95,RENT,110004.0,Fully Paid,debt_consolidation,CT,12.88,9,25,29753.23662,0
2503,20000,20000,36 months,13.49,678.61,RENT,81000.0,Fully Paid,credit_card,CA,18.47,9,16,24029.27401,0
2504,12000,12000,36 months,10.37,389.3,MORTGAGE,32000.0,Fully Paid,debt_consolidation,OH,15.11,15,28,13806.2777,0
2505,5850,5850,36 months,9.99,188.74,RENT,44000.0,Fully Paid,credit_card,FL,8.86,21,35,5992.67,0
2506,10000,10000,60 months,7.66,201.15,MORTGAGE,85000.0,Fully Paid,other,MA,0.56,9,46,10682.1174,0
2507,20375,20375,60 months,10.99,442.91,MORTGAGE,50000.0,Charged Off,debt_consolidation,TX,16.43,6,25,5870.41,1
2508,15000,15000,36 months,13.16,506.56,MORTGAGE,52660.0,Fully Paid,debt_consolidation,FL,6.52,7,19,18235.75617,0
2510,8000,8000,60 months,19.42,209.38,RENT,102000.0,Current,small_business,FL,11.38,11,18,11695.6,0
2511,10000,10000,36 months,11.71,330.76,MORTGAGE,56500.0,Fully Paid,credit_card,GA,21.54,12,15,11907.34732,0
2512,1200,1200,36 months,7.49,37.33,OWN,20000.0,Fully Paid,other,AL,17.88,10,15,1343.556219,0
2513,14500,14500,36 months,9.88,467.06,RENT,36000.0,Fully Paid,debt_consolidation,OH,24.4,9,17,16814.72256,0
2514,2000,2000,36 months,14.46,68.81,MORTGAGE,30000.0,Fully Paid,other,MI,17.8,22,28,2476.872871,0
2515,15000,10100,36 months,10.64,328.95,RENT,75127.0,Fully Paid,debt_consolidation,NY,14.62,8,16,11623.49739,0
2516,2000,2000,36 months,13.57,67.94,RENT,99996.0,Fully Paid,debt_consolidation,NY,14.04,8,17,2445.705599,0
2517,4400,4400,36 months,8.49,138.88,RENT,32496.0,Fully Paid,other,NY,23.97,6,8,4784.398273,0
2518,10000,10000,36 months,13.57,339.69,RENT,50000.0,Fully Paid,debt_consolidation,TX,15.53,5,11,12228.61119,0
2519,14000,14000,36 months,9.99,451.68,RENT,88000.0,Fully Paid,debt_consolidation,NY,12.46,12,35,15037.12769,0
2520,4000,4000,36 months,8.9,127.02,RENT,62500.0,Fully Paid,debt_consolidation,MO,15.84,6,19,4501.489826,0
2521,12450,12450,36 months,16.32,439.66,RENT,42996.0,Fully Paid,debt_consolidation,WI,12.5,5,6,15827.38332,0
2522,24250,24250,36 months,10.99,793.83,RENT,87000.0,Fully Paid,debt_consolidation,DC,23.03,11,48,28578.37125,0
2523,7000,7000,60 months,17.49,175.82,MORTGAGE,45000.0,Fully Paid,debt_consolidation,GA,21.89,13,31,10404.18001,0
2524,20000,20000,60 months,16.49,491.59,MORTGAGE,72000.0,Fully Paid,debt_consolidation,WA,19.7,16,26,20276.76938,0
2525,12000,12000,60 months,17.93,304.27,RENT,41000.0,Fully Paid,debt_consolidation,CA,13.35,8,20,16098.03591,0
2526,22000,22000,36 months,9.63,706.07,RENT,57000.0,Fully Paid,debt_consolidation,FL,7.71,14,27,25182.42553,0
2527,20000,20000,60 months,12.99,454.96,MORTGAGE,105000.0,Fully Paid,home_improvement,TX,25.46,9,34,25250.61301,0
2528,10000,2300,36 months,11.97,76.36,RENT,60000.0,Fully Paid,debt_consolidation,NH,24.94,9,13,2746.72,0
2529,8400,8400,60 months,13.11,191.6,MORTGAGE,67290.0,Fully Paid,credit_card,CA,5.96,4,17,9267.163548,0
2530,11750,11750,36 months,15.31,409.08,RENT,50004.0,Fully Paid,debt_consolidation,CO,22.51,7,24,14621.18025,0
2531,2100,2100,60 months,13.99,48.86,RENT,48000.0,Charged Off,other,TX,8.2,3,15,1120.79,1
2532,7500,7500,36 months,6.17,228.75,MORTGAGE,65000.0,Fully Paid,small_business,OH,17.46,4,15,8235.003151,0
2533,19000,11950,60 months,16.69,295.01,RENT,45000.0,Fully Paid,debt_consolidation,CT,19.97,11,13,14514.04624,0
2534,15000,15000,36 months,13.57,509.53,RENT,67000.0,Fully Paid,other,NY,17.89,11,28,18343.70092,0
2535,10000,10000,36 months,15.65,349.85,RENT,26400.0,Does not meet the credit policy. Status:Fully Paid,debt_consolidation,NY,29.41,15,19,11721.43871,0
2536,12000,12000,36 months,7.88,375.38,MORTGAGE,65000.0,Fully Paid,home_improvement,VA,15.01,12,19,12374.40469,0
2537,15000,8000,36 months,16.01,281.3,MORTGAGE,90000.0,Does not meet the credit policy. Status:Fully Paid,credit_card,NY,5.93,7,8,9965.684361,0
2538,3600,3600,36 months,17.49,129.23,RENT,45600.0,Fully Paid,moving,MD,4.08,11,17,4670.913427,0
2539,10000,10000,36 months,7.29,310.1,RENT,73000.0,Fully Paid,medical,NY,4.7,10,22,11163.54473,0
2540,5000,5000,36 months,5.42,150.8,OWN,61000.0,Fully Paid,major_purchase,PA,11.35,6,17,5182.221516,0
2541,3000,3000,36 months,11.49,98.92,MORTGAGE,21000.0,Fully Paid,home_improvement,PA,18.11,6,7,3256.227762,0
2542,12000,12000,60 months,14.46,282.09,RENT,94000.0,Fully Paid,debt_consolidation,MA,11.67,9,15,16925.31998,0
2543,5000,5000,36 months,11.86,165.74,OWN,40000.0,Charged Off,debt_consolidation,FL,7.02,5,13,2831.89,1
2544,20000,15950,60 months,12.61,359.74,RENT,55000.0,Fully Paid,debt_consolidation,NV,18.44,16,24,21599.36998,0
2545,25000,25000,60 months,10.36,535.62,MORTGAGE,80000.0,Fully Paid,debt_consolidation,CT,21.34,11,35,27939.32691,0
2546,2500,2500,36 months,8.88,79.36,RENT,52000.0,Fully Paid,car,MI,6.23,4,6,2857.309331,0
2547,3500,3500,36 months,16.0,123.06,RENT,27000.0,Fully Paid,other,NY,8.89,7,12,4429.733456,0
2548,16500,16500,36 months,12.69,553.49,MORTGAGE,55000.0,Fully Paid,credit_card,CA,12.28,14,29,19944.40999,0
2549,10000,10000,36 months,16.0,351.58,RENT,46000.0,Fully Paid,debt_consolidation,UT,14.3,6,8,12657.59117,0
2550,25000,25000,60 months,17.56,628.87,MORTGAGE,111549.0,Fully Paid,credit_card,UT,13.9,6,17,34697.31956,0
2551,4800,4800,36 months,6.91,148.02,MORTGAGE,36000.0,Fully Paid,debt_consolidation,AL,3.4,10,15,4931.910878,0
2552,8000,8000,36 months,10.0,258.14,RENT,56000.0,Fully Paid,credit_card,CO,22.52,7,15,9292.935443,0
2553,25000,19000,36 months,9.99,612.99,MORTGAGE,93000.0,Fully Paid,major_purchase,WA,7.45,9,18,22070.17925,0
2554,28000,28000,60 months,12.69,632.66,MORTGAGE,105000.0,Fully Paid,credit_card,CT,25.37,13,27,37784.18996,0
2555,3000,3000,36 months,5.99,91.26,MORTGAGE,30000.0,Fully Paid,major_purchase,KY,22.76,7,36,3285.054008,0
2556,4500,4500,36 months,10.65,146.58,MORTGAGE,64800.0,Fully Paid,car,WI,8.26,6,10,5276.858261,0
2558,11000,11000,36 months,13.49,373.24,RENT,29472.0,Fully Paid,credit_card,MD,12.91,6,16,13395.39425,0
2559,12000,12000,60 months,15.57,289.09,RENT,51600.0,Fully Paid,car,CA,2.51,5,9,17293.13998,0
2560,10000,10000,36 months,7.51,311.11,RENT,100000.0,Fully Paid,debt_consolidation,WA,11.3,6,58,10232.41303,0
2561,8875,8875,36 months,7.51,276.11,RENT,30000.0,Fully Paid,debt_consolidation,KY,28.4,11,27,9740.179268,0
2562,12000,12000,60 months,13.99,279.16,RENT,50000.0,Fully Paid,credit_card,CA,10.34,13,31,16253.27998,0
2563,15000,15000,36 months,14.18,513.98,MORTGAGE,54000.0,Does not meet the credit policy. Status:Fully Paid,home_improvement,NC,10.47,10,17,18184.31132,0
2564,4800,4800,60 months,10.75,103.77,MORTGAGE,42400.0,Fully Paid,debt_consolidation,MN,22.53,10,27,5727.712558,0
2565,2600,2600,60 months,20.25,69.25,MORTGAGE,27800.0,Fully Paid,debt_consolidation,MD,4.96,7,9,2730.388617,0
2566,15000,15000,36 months,12.18,499.5,OWN,32000.0,Fully Paid,major_purchase,PA,2.7,5,6,17332.50558,0
2567,12000,12000,36 months,13.49,407.17,MORTGAGE,40000.0,Fully Paid,debt_consolidation,FL,13.65,8,14,14076.16404,0
2568,18000,18000,60 months,14.65,424.92,MORTGAGE,36000.0,Current,debt_consolidation,OH,18.63,8,19,22944.12,0
2569,12775,12775,36 months,9.91,411.68,MORTGAGE,38000.0,Fully Paid,credit_card,NY,20.94,9,23,14820.21823,0
2570,12000,12000,36 months,9.63,385.14,RENT,43000.0,Charged Off,credit_card,NY,22.02,8,26,3885.06,1
2571,11100,11100,60 months,16.49,272.83,MORTGAGE,70304.0,Fully Paid,home_improvement,IL,12.6,9,46,15288.53411,0
2572,15000,9650,60 months,16.49,237.19,RENT,50000.0,Fully Paid,credit_card,MD,23.42,10,22,10669.49151,0
2573,6300,6300,36 months,7.51,195.99,MORTGAGE,45996.0,Fully Paid,car,GA,7.65,5,17,7055.806889,0
2574,6000,6000,36 months,11.83,198.81,RENT,80000.0,Fully Paid,debt_consolidation,NJ,8.89,20,41,6365.510771,0
2575,5300,5300,36 months,8.49,167.29,RENT,26400.0,Fully Paid,debt_consolidation,NM,9.36,16,54,5738.989822,0
2576,12000,12000,36 months,11.71,396.92,MORTGAGE,50000.0,Fully Paid,credit_card,MN,10.15,12,15,14288.77,0
2578,5000,5000,36 months,12.73,167.84,RENT,55000.0,Fully Paid,major_purchase,NJ,7.77,5,11,6042.608799,0
2579,15000,15000,36 months,12.73,503.5,MORTGAGE,100000.0,Fully Paid,credit_card,CA,14.71,7,11,18126.81583,0
2581,10800,10800,60 months,15.21,258.13,RENT,39000.0,Fully Paid,other,CA,20.31,10,12,15487.2014,0
2582,22325,22325,60 months,11.99,496.5,MORTGAGE,60000.0,Fully Paid,debt_consolidation,CA,23.16,18,26,26558.48038,0
2583,18500,18500,36 months,12.87,622.22,RENT,62004.0,Fully Paid,debt_consolidation,NM,11.84,14,40,21102.05846,0
2584,18000,18000,36 months,7.9,563.23,RENT,56964.0,Fully Paid,debt_consolidation,CA,27.55,7,20,20276.0603,0
2585,18000,18000,36 months,10.25,582.93,MORTGAGE,82800.0,Fully Paid,debt_consolidation,CA,13.91,8,20,20986.17129,0
2586,7500,7500,36 months,9.99,241.97,RENT,65000.0,Charged Off,major_purchase,MI,9.62,9,10,2035.75,1
2587,20000,20000,36 months,12.18,666.0,MORTGAGE,65000.0,Fully Paid,debt_consolidation,CO,15.1,6,16,23740.71424,0
2588,6000,6000,36 months,7.9,187.75,RENT,35000.0,Fully Paid,credit_card,WA,17.31,4,11,6597.291032,0
2589,20800,14700,60 months,19.41,384.66,RENT,42660.0,Fully Paid,other,FL,5.63,5,8,18391.34199,0
2591,3000,3000,36 months,9.63,96.29,OWN,52000.0,Fully Paid,other,MD,6.83,6,17,3466.141038,0
2592,12475,12475,36 months,6.03,379.69,MORTGAGE,88000.0,Fully Paid,home_improvement,MI,10.04,11,27,13668.57499,0
2593,8000,8000,60 months,15.99,194.51,RENT,60000.0,Fully Paid,debt_consolidation,NY,9.74,6,11,11485.5,0
2594,5000,5000,36 months,12.69,167.73,MORTGAGE,110000.0,Fully Paid,other,OH,20.02,13,44,5344.164241,0
2595,6500,6500,36 months,9.99,209.71,RENT,63360.0,Fully Paid,other,NV,0.7,2,4,7549.401292,0
2596,2100,2100,36 months,13.48,71.25,RENT,23000.0,Fully Paid,other,CO,3.7,16,21,2564.678521,0
2597,9600,9600,36 months,11.26,315.49,RENT,55000.0,Fully Paid,small_business,NJ,2.9,4,5,10185.7202,0
2598,5000,5000,36 months,12.98,168.43,MORTGAGE,106000.0,Fully Paid,credit_card,MO,7.9,8,25,6063.843056,0
2599,8000,8000,36 months,12.98,269.48,RENT,60228.0,Fully Paid,debt_consolidation,IL,18.73,10,23,9658.578609,0
2600,10000,10000,60 months,11.12,218.03,MORTGAGE,39000.0,Charged Off,debt_consolidation,NJ,13.51,11,35,9272.73,1
2601,13000,13000,60 months,11.86,288.26,RENT,42000.0,Fully Paid,debt_consolidation,RI,23.2,6,26,16314.97611,0
2602,1600,1600,36 months,13.72,54.47,OWN,16800.0,Fully Paid,debt_consolidation,KS,20.86,7,13,1957.428938,0
2603,10000,10000,36 months,6.62,307.04,RENT,90000.0,Fully Paid,debt_consolidation,CA,13.64,15,39,11053.3017,0
2604,4000,4000,60 months,17.93,101.43,MORTGAGE,36000.0,Fully Paid,other,CA,18.7,11,15,5015.896796,0
2605,10000,10000,36 months,11.49,329.72,MORTGAGE,86000.0,Fully Paid,car,LA,0.0,4,30,11869.59974,0
2607,3975,3975,60 months,17.58,100.04,MORTGAGE,42000.0,Current,debt_consolidation,NV,10.29,9,10,5381.36,0
2608,5000,5000,36 months,12.53,167.34,MORTGAGE,39600.0,Fully Paid,debt_consolidation,NM,2.97,7,12,5988.240308,0
2609,10000,6250,36 months,6.54,191.68,RENT,44000.0,Fully Paid,major_purchase,NY,2.05,7,14,6900.2205,0
2610,21000,21000,60 months,12.99,477.71,MORTGAGE,130000.0,Fully Paid,home_improvement,IL,17.7,13,39,28662.36002,0
2611,4800,4800,36 months,11.71,158.77,RENT,40000.0,Fully Paid,other,NH,17.1,11,14,5440.68882,0
2612,24250,18675,60 months,17.56,469.77,RENT,142500.0,Fully Paid,debt_consolidation,FL,16.41,14,24,22899.54918,0
2613,12000,12000,60 months,10.59,258.47,MORTGAGE,56000.0,Charged Off,home_improvement,FL,0.75,5,10,1544.34,1
2615,12000,12000,36 months,14.42,412.6,MORTGAGE,37000.0,Charged Off,debt_consolidation,GA,7.91,8,15,3297.12,1
