,Airline,Source,Destination,Total_Stops,Price,Year,Total_duration,Dep_time_of_day,Arrival_time_of_day
1510,Jet Airways,Banglore,New Delhi,1,10562,2019,885,Morning,Night
1511,Air India,Delhi,Cochin,1,10945,2019,1640,Morning,Morning
1512,SpiceJet,Kolkata,Banglore,0,3873,2019,145,Morning,Morning
1513,Jet Airways,Mumbai,Hyderabad,0,1840,2019,90,Night,Night
1514,IndiGo,Delhi,Cochin,1,9585,2019,425,Night,Afternoon
1515,Jet Airways,Mumbai,Hyderabad,0,3210,2019,90,Evening,Evening
1516,IndiGo,Delhi,Cochin,1,6147,2019,290,Afternoon,Evening
1517,Jet Airways,Kolkata,Banglore,1,7341,2019,395,Evening,Night
1518,Air India,Delhi,Cochin,1,8372,2019,615,Morning,Evening
1519,Multiple carriers,Delhi,Cochin,1,10877,2019,690,Morning,Evening
1520,Air India,Delhi,Cochin,2,10441,2019,1275,Night,Evening
1521,IndiGo,Delhi,Cochin,1,13611,2019,975,Night,Evening
1522,Jet Airways,Banglore,New Delhi,1,11087,2019,1550,Morning,Morning
1523,Jet Airways,Delhi,Cochin,1,5963,2019,1470,Evening,Evening
1524,IndiGo,Chennai,Kolkata,0,3597,2019,140,Afternoon,Afternoon
1525,Jet Airways,Kolkata,Banglore,1,8529,2019,910,Evening,Morning
1526,Multiple carriers,Delhi,Cochin,1,10678,2019,845,Night,Evening
1527,IndiGo,Delhi,Cochin,1,8285,2019,755,Morning,Evening
1528,Jet Airways,Delhi,Cochin,1,18371,2019,620,Night,Afternoon
1529,Jet Airways,Kolkata,Banglore,1,12692,2019,800,Evening,Morning
1530,IndiGo,Banglore,Delhi,0,4423,2019,165,Morning,Morning
1531,Jet Airways,Banglore,Delhi,0,7229,2019,180,Evening,Night
1532,IndiGo,Banglore,New Delhi,0,6144,2019,170,Night,Night
1533,Jet Airways,Delhi,Cochin,2,10919,2019,1300,Morning,Night
1534,IndiGo,Kolkata,Banglore,0,4148,2019,160,Evening,Night
1535,SpiceJet,Banglore,New Delhi,0,3873,2019,170,Evening,Night
1536,Jet Airways,Delhi,Cochin,2,11702,2019,550,Morning,Evening
1537,IndiGo,Delhi,Cochin,1,14871,2019,505,Evening,Night
1538,Air India,Banglore,New Delhi,2,11234,2019,1705,Morning,Morning
1539,IndiGo,Delhi,Cochin,1,6938,2019,490,Afternoon,Night
1540,IndiGo,Delhi,Cochin,1,6093,2019,750,Morning,Evening
1541,IndiGo,Banglore,Delhi,0,3943,2019,170,Morning,Afternoon
1542,Jet Airways,Mumbai,Hyderabad,0,8040,2019,90,Morning,Morning
1543,Jet Airways,Delhi,Cochin,2,15129,2019,810,Night,Afternoon
1544,SpiceJet,Chennai,Kolkata,0,3597,2019,140,Evening,Evening
1545,Vistara,Kolkata,Banglore,1,8610,2019,700,Morning,Evening
1546,Jet Airways,Kolkata,Banglore,1,13067,2019,395,Evening,Night
1547,SpiceJet,Banglore,Delhi,0,4991,2019,170,Morning,Afternoon
1548,SpiceJet,Kolkata,Banglore,1,4649,2019,315,Afternoon,Evening
1549,SpiceJet,Chennai,Kolkata,0,3597,2019,135,Morning,Morning
1550,Jet Airways,Delhi,Cochin,1,12898,2019,660,Morning,Evening
1552,IndiGo,Banglore,New Delhi,0,8855,2019,170,Afternoon,Evening
1553,Jet Airways,Delhi,Cochin,1,10262,2019,1270,Evening,Evening
1554,IndiGo,Banglore,Delhi,0,3943,2019,165,Morning,Morning
1555,Multiple carriers,Delhi,Cochin,1,9001,2019,385,Afternoon,Evening
1556,Multiple carriers,Delhi,Cochin,1,7670,2019,910,Morning,Night
1557,Multiple carriers,Delhi,Cochin,1,7530,2019,465,Evening,Night
1558,IndiGo,Kolkata,Banglore,1,8443,2019,295,Morning,Afternoon
1559,SpiceJet,Delhi,Cochin,1,5351,2019,315,Morning,Morning
1560,Vistara,Delhi,Cochin,0,6688,2019,190,Morning,Morning
1561,Jet Airways,Banglore,New Delhi,1,11087,2019,1355,Evening,Evening
1562,Air India,Banglore,New Delhi,2,7664,2019,1815,Night,Afternoon
1563,IndiGo,Kolkata,Banglore,1,4775,2019,315,Afternoon,Evening
1564,GoAir,Kolkata,Banglore,0,3514,2019,155,Afternoon,Evening
1565,Jet Airways,Delhi,Cochin,2,13376,2019,1300,Morning,Night
1566,Jet Airways,Delhi,Cochin,2,14300,2019,1705,Morning,Afternoon
1567,Air India,Delhi,Cochin,1,7480,2019,765,Evening,Morning
1568,IndiGo,Mumbai,Hyderabad,0,2227,2019,90,Evening,Night
1569,Air Asia,Delhi,Cochin,1,7452,2019,870,Morning,Night
1570,Air Asia,Kolkata,Banglore,0,4409,2019,155,Morning,Afternoon
1571,Air India,Kolkata,Banglore,2,4647,2019,1555,Morning,Morning
1572,SpiceJet,Chennai,Kolkata,0,3332,2019,155,Morning,Afternoon
1573,Air India,Delhi,Cochin,1,6902,2019,555,Morning,Evening
1574,Air Asia,Kolkata,Banglore,1,6857,2019,215,Evening,Night
1575,Jet Airways,Delhi,Cochin,1,12373,2019,550,Evening,Night
1576,Multiple carriers,Delhi,Cochin,1,11789,2019,440,Morning,Evening
1577,Air India,Delhi,Cochin,2,13039,2019,865,Evening,Morning
1578,Jet Airways,Banglore,New Delhi,1,11087,2019,750,Night,Morning
1579,Vistara,Kolkata,Banglore,1,9345,2019,1625,Evening,Night
1580,SpiceJet,Mumbai,Hyderabad,0,1965,2019,90,Night,Night
1581,IndiGo,Delhi,Cochin,1,6093,2019,810,Morning,Evening
1582,Jet Airways,Kolkata,Banglore,1,11841,2019,800,Evening,Morning
1583,Jet Airways,Kolkata,Banglore,1,9663,2019,775,Evening,Morning
1584,Jet Airways,Delhi,Cochin,1,14714,2019,1425,Evening,Evening
1585,Jet Airways,Kolkata,Banglore,1,8529,2019,1660,Evening,Night
1586,IndiGo,Delhi,Cochin,1,5073,2019,275,Morning,Afternoon
1587,Jet Airways,Banglore,Delhi,0,7229,2019,180,Morning,Morning
1588,Air India,Delhi,Cochin,1,9194,2019,555,Morning,Evening
1589,Multiple carriers,Delhi,Cochin,1,11789,2019,440,Morning,Evening
1590,SpiceJet,Mumbai,Hyderabad,0,2017,2019,90,Afternoon,Afternoon
1591,Air India,Kolkata,Banglore,2,15894,2019,1320,Afternoon,Afternoon
1592,IndiGo,Banglore,Delhi,0,3419,2019,165,Night,Night
1593,Jet Airways,Delhi,Cochin,2,10368,2019,1375,Night,Night
1594,IndiGo,Delhi,Cochin,1,6027,2019,290,Afternoon,Evening
1595,Air India,Delhi,Cochin,1,7480,2019,765,Evening,Morning
1596,SpiceJet,Kolkata,Banglore,1,7189,2019,520,Morning,Evening
1597,Air India,Banglore,New Delhi,0,7276,2019,165,Morning,Afternoon
1598,Jet Airways,Delhi,Cochin,1,15764,2019,1015,Morning,Night
1599,Jet Airways,Delhi,Cochin,1,14714,2019,550,Evening,Night
1600,Multiple carriers,Delhi,Cochin,1,7888,2019,510,Evening,Night
1601,Jet Airways,Delhi,Cochin,1,10262,2019,1225,Morning,Night
1602,Jet Airways,Delhi,Cochin,2,15318,2019,505,Evening,Night
1603,Jet Airways,Kolkata,Banglore,1,5608,2019,435,Morning,Evening
1604,Jet Airways,Kolkata,Banglore,1,12681,2019,590,Morning,Evening
1605,Air India,Delhi,Cochin,2,9417,2019,970,Evening,Morning
1606,Multiple carriers,Delhi,Cochin,1,17057,2019,835,Morning,Evening
1607,Multiple carriers,Delhi,Cochin,1,12537,2019,480,Afternoon,Evening
1608,Air India,Delhi,Cochin,2,10651,2019,1275,Night,Evening
1609,Vistara,Delhi,Cochin,0,6741,2019,190,Morning,Morning
1610,Jet Airways,Kolkata,Banglore,1,10844,2019,1595,Evening,Night
1611,Air India,Delhi,Cochin,2,13381,2019,1730,Afternoon,Evening
1612,IndiGo,Banglore,Delhi,0,4423,2019,165,Morning,Morning
1613,Jet Airways,Mumbai,Hyderabad,0,5678,2019,90,Evening,Evening
1614,Jet Airways,Delhi,Cochin,2,12719,2019,1620,Morning,Afternoon
1615,IndiGo,Delhi,Cochin,1,5054,2019,275,Morning,Afternoon
1616,Air India,Delhi,Cochin,1,7480,2019,1420,Morning,Morning
1617,Air India,Banglore,Delhi,0,6961,2019,165,Evening,Evening
1618,SpiceJet,Kolkata,Banglore,0,3841,2019,150,Evening,Evening
1619,IndiGo,Banglore,Delhi,0,3943,2019,180,Evening,Night
1620,Jet Airways,Banglore,Delhi,0,7229,2019,180,Morning,Morning
1621,SpiceJet,Banglore,Delhi,0,4319,2019,170,Morning,Afternoon
1622,IndiGo,Banglore,Delhi,0,4423,2019,170,Afternoon,Afternoon
1623,Jet Airways,Delhi,Cochin,1,16079,2019,335,Night,Night
1624,Jet Airways,Banglore,Delhi,0,7754,2019,180,Evening,Night
1625,Air India,Delhi,Cochin,2,10467,2019,1210,Afternoon,Morning
1626,Jet Airways,Delhi,Cochin,1,14714,2019,1145,Evening,Afternoon
1627,Air India,Kolkata,Banglore,1,7452,2019,1700,Afternoon,Evening
1628,Air India,Delhi,Cochin,2,13276,2019,1795,Afternoon,Evening
1630,Air India,Chennai,Kolkata,0,4667,2019,135,Morning,Afternoon
1631,Jet Airways,Banglore,Delhi,0,7229,2019,175,Afternoon,Evening
1632,Jet Airways,Delhi,Cochin,2,14237,2019,1090,Evening,Afternoon
1633,Multiple carriers,Delhi,Cochin,1,8266,2019,535,Morning,Evening
1634,Jet Airways,Delhi,Cochin,2,13882,2019,1140,Morning,Night
1635,IndiGo,Banglore,Delhi,0,4823,2019,170,Evening,Night
1636,Air Asia,Banglore,Delhi,0,4483,2019,170,Night,Night
1637,Air India,Banglore,Delhi,0,6961,2019,165,Morning,Morning
1638,Jet Airways,Kolkata,Banglore,1,9663,2019,910,Evening,Morning
1639,Jet Airways,Delhi,Cochin,2,16704,2019,1760,Night,Night
1640,IndiGo,Mumbai,Hyderabad,0,4049,2019,90,Morning,Morning
1641,SpiceJet,Chennai,Kolkata,0,3807,2019,135,Morning,Morning
1642,IndiGo,Delhi,Cochin,1,6442,2019,940,Morning,Night
1643,Jet Airways,Banglore,New Delhi,1,7832,2019,1480,Morning,Morning
1644,IndiGo,Delhi,Cochin,1,6442,2019,835,Morning,Night
1645,IndiGo,Banglore,Delhi,0,4823,2019,170,Evening,Night
1646,Jet Airways,Banglore,New Delhi,1,13555,2019,1400,Night,Night
1647,GoAir,Delhi,Cochin,1,5135,2019,540,Morning,Evening
1648,Air Asia,Banglore,Delhi,0,3383,2019,170,Night,Night
1649,GoAir,Delhi,Cochin,1,5842,2019,370,Morning,Afternoon
1650,Jet Airways,Delhi,Cochin,2,16704,2019,900,Afternoon,Night
1651,Air India,Kolkata,Banglore,1,8366,2019,905,Afternoon,Morning
1652,SpiceJet,Mumbai,Hyderabad,0,1965,2019,90,Night,Morning
1653,SpiceJet,Kolkata,Banglore,0,3873,2019,150,Evening,Evening
1655,Multiple carriers,Delhi,Cochin,1,10678,2019,460,Night,Afternoon
1656,Air India,Banglore,New Delhi,1,6824,2019,865,Morning,Night
1658,Multiple carriers,Delhi,Cochin,1,13378,2019,730,Morning,Evening
1659,IndiGo,Banglore,Delhi,0,3943,2019,170,Night,Morning
1660,IndiGo,Delhi,Cochin,1,7191,2019,575,Morning,Evening
1661,SpiceJet,Banglore,Delhi,0,3625,2019,160,Night,Morning
1662,GoAir,Delhi,Cochin,1,6841,2019,370,Morning,Afternoon
1663,Jet Airways,Kolkata,Banglore,1,11134,2019,390,Afternoon,Night
1664,Jet Airways,Kolkata,Banglore,1,14571,2019,1550,Evening,Evening
1666,Jet Airways,Banglore,Delhi,0,4544,2019,180,Evening,Evening
1667,Jet Airways,Delhi,Cochin,2,13376,2019,830,Afternoon,Night
1668,Jet Airways,Banglore,New Delhi,1,11087,2019,1050,Evening,Afternoon
1669,SpiceJet,Kolkata,Banglore,0,5515,2019,150,Morning,Morning
1670,IndiGo,Kolkata,Banglore,0,4804,2019,155,Night,Morning
1671,IndiGo,Chennai,Kolkata,0,3597,2019,140,Afternoon,Afternoon
1672,Multiple carriers,Delhi,Cochin,1,15353,2019,795,Morning,Evening
1673,Jet Airways,Kolkata,Banglore,1,9899,2019,590,Morning,Afternoon
1675,Jet Airways,Banglore,New Delhi,1,13817,2019,745,Morning,Evening
1676,Jet Airways,Delhi,Cochin,2,19329,2019,1475,Evening,Evening
1677,Jet Airways,Delhi,Cochin,1,16289,2019,330,Morning,Afternoon
1678,Jet Airways,Kolkata,Banglore,1,9663,2019,910,Evening,Morning
1679,Air India,Delhi,Cochin,2,10975,2019,1420,Morning,Morning
1680,Air Asia,Kolkata,Banglore,0,4384,2019,155,Morning,Afternoon
1681,Jet Airways,Delhi,Cochin,1,14714,2019,600,Morning,Evening
1682,Jet Airways,Delhi,Cochin,2,10919,2019,830,Afternoon,Night
1683,Jet Airways,Kolkata,Banglore,1,14388,2019,875,Afternoon,Night
1684,Multiple carriers,Delhi,Cochin,1,10877,2019,455,Morning,Evening
1686,IndiGo,Delhi,Cochin,1,7191,2019,810,Morning,Evening
1687,GoAir,Kolkata,Banglore,1,6686,2019,495,Night,Morning
1688,Multiple carriers,Delhi,Cochin,1,7530,2019,760,Afternoon,Night
1689,IndiGo,Delhi,Cochin,1,6442,2019,895,Morning,Night
1690,Jet Airways,Delhi,Cochin,1,10262,2019,1655,Morning,Afternoon
1691,Jet Airways,Banglore,New Delhi,1,13817,2019,875,Evening,Morning
1692,Jet Airways,Kolkata,Banglore,1,13626,2019,570,Afternoon,Night
1693,Jet Airways,Kolkata,Banglore,1,14388,2019,910,Evening,Morning
1694,IndiGo,Kolkata,Banglore,0,4804,2019,155,Night,Morning
1695,IndiGo,Delhi,Cochin,0,5406,2019,185,Afternoon,Evening
1696,SpiceJet,Delhi,Cochin,1,4611,2019,295,Evening,Night
1697,IndiGo,Kolkata,Banglore,1,5069,2019,290,Morning,Afternoon
1698,GoAir,Banglore,Delhi,0,3898,2019,175,Morning,Morning
1699,IndiGo,Mumbai,Hyderabad,0,2754,2019,90,Afternoon,Afternoon
1700,Multiple carriers,Delhi,Cochin,1,6943,2019,630,Afternoon,Night
1701,Jet Airways,Kolkata,Banglore,1,14781,2019,750,Night,Evening
1702,Jet Airways,Delhi,Cochin,1,16079,2019,360,Afternoon,Evening
1703,IndiGo,Banglore,New Delhi,0,8033,2019,170,Afternoon,Evening
1705,Multiple carriers,Delhi,Cochin,1,6953,2019,455,Morning,Evening
1706,IndiGo,Banglore,Delhi,0,4823,2019,175,Morning,Morning
1707,IndiGo,Kolkata,Banglore,0,4174,2019,155,Night,Morning
1708,Jet Airways,Delhi,Cochin,2,12819,2019,1775,Afternoon,Evening
1709,Jet Airways,Kolkata,Banglore,1,9663,2019,450,Evening,Night
1710,SpiceJet,Kolkata,Banglore,0,3841,2019,155,Morning,Morning
1711,IndiGo,Delhi,Cochin,0,5000,2019,195,Night,Morning
1712,Air India,Banglore,New Delhi,2,13366,2019,980,Night,Night
1713,Vistara,Mumbai,Hyderabad,1,12395,2019,1130,Evening,Afternoon
1714,Air India,Kolkata,Banglore,1,7452,2019,1700,Afternoon,Evening
1715,Jet Airways,Delhi,Cochin,1,15554,2019,1395,Evening,Evening
1716,Jet Airways,Kolkata,Banglore,1,13067,2019,1325,Evening,Afternoon
1717,IndiGo,Kolkata,Banglore,0,6565,2019,155,Afternoon,Evening
1718,SpiceJet,Mumbai,Hyderabad,0,1965,2019,90,Night,Morning
1719,SpiceJet,Chennai,Kolkata,0,3332,2019,155,Morning,Afternoon
1720,IndiGo,Banglore,New Delhi,1,6208,2019,285,Night,Morning
1721,Air India,Banglore,New Delhi,1,11161,2019,1730,Afternoon,Evening
1722,Air India,Kolkata,Banglore,2,12224,2019,1665,Morning,Afternoon
1723,Jet Airways,Kolkata,Banglore,1,9663,2019,1025,Evening,Afternoon
1724,Jet Airways,Banglore,New Delhi,1,12284,2019,380,Morning,Afternoon
1725,Air India,Delhi,Cochin,1,7480,2019,965,Evening,Morning
1726,Jet Airways,Delhi,Cochin,1,17024,2019,550,Evening,Night
1727,Jet Airways,Kolkata,Banglore,1,14151,2019,1365,Evening,Evening
1728,IndiGo,Kolkata,Banglore,0,4804,2019,155,Evening,Evening
1729,IndiGo,Delhi,Cochin,1,6069,2019,300,Afternoon,Evening
1730,Vistara,Banglore,New Delhi,1,6065,2019,915,Morning,Evening
1731,Jet Airways,Kolkata,Banglore,1,14151,2019,800,Evening,Morning
1732,Jet Airways,Kolkata,Banglore,1,14231,2019,1025,Evening,Afternoon
1733,Vistara,Mumbai,Hyderabad,1,12395,2019,1065,Afternoon,Morning
1734,IndiGo,Delhi,Cochin,1,5636,2019,325,Night,Morning
1735,Air India,Delhi,Cochin,1,5232,2019,320,Evening,Night
1736,Jet Airways,Delhi,Cochin,1,14714,2019,865,Afternoon,Night
1737,IndiGo,Chennai,Kolkata,0,3850,2019,140,Morning,Morning
1738,Air India,Delhi,Cochin,1,7258,2019,955,Evening,Morning
1739,Jet Airways,Banglore,New Delhi,1,17471,2019,1375,Evening,Evening
1740,SpiceJet,Banglore,Delhi,0,4423,2019,175,Evening,Night
1741,IndiGo,Mumbai,Hyderabad,0,2227,2019,90,Evening,Night
1742,Multiple carriers,Delhi,Cochin,1,13377,2019,930,Morning,Night
1743,Jet Airways,Banglore,Delhi,0,8016,2019,180,Morning,Morning
1744,Air India,Banglore,New Delhi,1,5626,2019,1560,Morning,Morning
1745,IndiGo,Banglore,New Delhi,0,6860,2019,170,Afternoon,Evening
1746,IndiGo,Delhi,Cochin,1,6628,2019,415,Evening,Night
1747,Jet Airways,Delhi,Cochin,1,11627,2019,1415,Afternoon,Afternoon
1748,SpiceJet,Kolkata,Banglore,0,4174,2019,150,Evening,Evening
1749,Jet Airways,Delhi,Cochin,1,14714,2019,610,Evening,Night
1750,Jet Airways,Kolkata,Banglore,1,14151,2019,690,Morning,Evening
1751,Jet Airways,Delhi,Cochin,1,12898,2019,1620,Afternoon,Evening
1752,Jet Airways,Delhi,Cochin,1,12373,2019,395,Evening,Night
1753,IndiGo,Banglore,Delhi,0,3943,2019,170,Morning,Afternoon
1754,Air Asia,Kolkata,Banglore,2,7870,2019,500,Afternoon,Night
1755,Jet Airways,Banglore,Delhi,0,8016,2019,185,Evening,Night
1756,Air India,Delhi,Cochin,2,10975,2019,1220,Afternoon,Morning
1757,IndiGo,Chennai,Kolkata,0,3850,2019,140,Morning,Morning
1758,IndiGo,Kolkata,Banglore,0,4804,2019,165,Evening,Night
1759,Jet Airways,Delhi,Cochin,1,15554,2019,455,Evening,Night
1760,SpiceJet,Kolkata,Banglore,0,4465,2019,160,Morning,Morning
1761,Jet Airways,Kolkata,Banglore,1,11841,2019,775,Evening,Morning
1762,Multiple carriers,Delhi,Cochin,1,19332,2019,675,Morning,Evening
1763,SpiceJet,Kolkata,Banglore,0,3841,2019,150,Evening,Evening
1764,IndiGo,Banglore,Delhi,0,4591,2019,170,Morning,Afternoon
1765,IndiGo,Kolkata,Banglore,1,5192,2019,290,Afternoon,Evening
1766,Jet Airways,Delhi,Cochin,1,10577,2019,1100,Evening,Afternoon
1767,Jet Airways,Delhi,Cochin,2,15129,2019,535,Evening,Night
1768,Multiple carriers,Delhi,Cochin,1,11789,2019,780,Morning,Evening
1769,Air India,Delhi,Cochin,1,8372,2019,640,Evening,Morning
1770,Multiple carriers,Delhi,Cochin,1,8266,2019,795,Morning,Evening
1771,Jet Airways,Kolkata,Banglore,1,14781,2019,800,Morning,Evening
1772,Vistara,Banglore,Delhi,0,5613,2019,155,Evening,Evening
1773,Jet Airways,Banglore,Delhi,0,7229,2019,175,Afternoon,Evening
1774,IndiGo,Delhi,Cochin,1,6093,2019,750,Morning,Evening
1775,Jet Airways,Delhi,Cochin,2,15544,2019,425,Night,Afternoon
1776,GoAir,Delhi,Cochin,1,6296,2019,370,Morning,Afternoon
1777,IndiGo,Kolkata,Banglore,0,4804,2019,165,Morning,Afternoon
1778,Air Asia,Banglore,New Delhi,0,4284,2019,170,Night,Morning
1779,IndiGo,Delhi,Cochin,1,6558,2019,885,Morning,Night
1780,IndiGo,Delhi,Cochin,1,5775,2019,345,Evening,Night
1781,SpiceJet,Chennai,Kolkata,0,3543,2019,135,Morning,Morning
1782,Jet Airways,Delhi,Cochin,1,17024,2019,535,Morning,Evening
1783,Jet Airways,Mumbai,Hyderabad,0,4050,2019,85,Morning,Morning
1784,Air India,Mumbai,Hyderabad,2,14219,2019,1995,Morning,Afternoon
1786,Air India,Delhi,Cochin,2,9653,2019,1410,Evening,Evening
1787,IndiGo,Banglore,Delhi,0,3943,2019,165,Morning,Morning
1788,Jet Airways,Kolkata,Banglore,1,10844,2019,1575,Afternoon,Afternoon
1789,Jet Airways,Kolkata,Banglore,1,8849,2019,450,Evening,Night
1790,IndiGo,Mumbai,Hyderabad,0,2754,2019,90,Night,Night
1792,Jet Airways,Kolkata,Banglore,1,14151,2019,1685,Evening,Evening
1793,Jet Airways,Kolkata,Banglore,1,9899,2019,740,Morning,Evening
1794,Jet Airways,Delhi,Cochin,1,12242,2019,385,Night,Night
1795,Jet Airways,Delhi,Cochin,2,10368,2019,1025,Evening,Afternoon
1796,IndiGo,Mumbai,Hyderabad,0,5755,2019,90,Morning,Morning
1797,Jet Airways,Delhi,Cochin,1,10262,2019,610,Evening,Night
1798,SpiceJet,Kolkata,Banglore,1,6643,2019,520,Morning,Evening
1799,Multiple carriers Premium economy,Delhi,Cochin,1,9845,2019,810,Morning,Evening
1800,Jet Airways,Kolkata,Banglore,1,11134,2019,1025,Evening,Afternoon
1801,SpiceJet,Delhi,Cochin,1,5583,2019,315,Morning,Morning
1802,IndiGo,Delhi,Cochin,1,6069,2019,300,Afternoon,Evening
1803,Jet Airways,Banglore,New Delhi,1,13817,2019,875,Night,Evening
1805,Air India,Kolkata,Banglore,1,7795,2019,675,Morning,Evening
1806,Multiple carriers,Delhi,Cochin,1,13977,2019,440,Night,Morning
1808,IndiGo,Kolkata,Banglore,0,6038,2019,160,Evening,Night
1809,IndiGo,Delhi,Cochin,0,5601,2019,195,Night,Morning
1810,IndiGo,Delhi,Cochin,1,12351,2019,810,Morning,Evening
1811,Air India,Delhi,Cochin,0,6094,2019,170,Night,Morning
1812,Multiple carriers,Delhi,Cochin,1,7575,2019,520,Morning,Evening
1813,Jet Airways,Delhi,Cochin,1,16079,2019,395,Evening,Night
1814,Jet Airways,Delhi,Cochin,1,10262,2019,1425,Evening,Evening
1815,Air Asia,Delhi,Cochin,1,13470,2019,340,Afternoon,Night
1816,Jet Airways,Banglore,Delhi,0,8016,2019,175,Morning,Afternoon
1817,Jet Airways,Delhi,Cochin,1,16289,2019,1475,Evening,Evening
1818,Jet Airways,Delhi,Cochin,1,10262,2019,520,Evening,Night
1819,IndiGo,Banglore,Delhi,0,4823,2019,175,Evening,Evening
1820,Vistara,Banglore,Delhi,0,5403,2019,170,Morning,Afternoon
1821,Jet Airways,Delhi,Cochin,1,12373,2019,1530,Evening,Evening
1822,SpiceJet,Mumbai,Hyderabad,1,13552,2019,495,Afternoon,Night
1823,Jet Airways,Kolkata,Banglore,1,10844,2019,740,Morning,Evening
1824,Air India,Mumbai,Hyderabad,2,22619,2019,845,Morning,Night
1825,Multiple carriers,Delhi,Cochin,1,8625,2019,520,Morning,Evening
1826,IndiGo,Banglore,New Delhi,0,4777,2019,165,Morning,Morning
1827,IndiGo,Delhi,Cochin,0,5000,2019,195,Night,Morning
1828,Jet Airways,Delhi,Cochin,2,21954,2019,1475,Evening,Evening
1829,Jet Airways,Delhi,Cochin,1,11627,2019,1015,Morning,Night
1830,Jet Airways,Kolkata,Banglore,1,13731,2019,875,Afternoon,Night
1831,IndiGo,Banglore,Delhi,0,3943,2019,170,Night,Night
1832,Jet Airways,Banglore,New Delhi,1,6992,2019,845,Morning,Night
1833,Jet Airways,Kolkata,Banglore,1,13941,2019,585,Evening,Night
1834,Jet Airways,Delhi,Cochin,1,14924,2019,660,Morning,Evening
1835,Jet Airways,Delhi,Cochin,1,18371,2019,620,Night,Afternoon
1836,IndiGo,Chennai,Kolkata,0,7295,2019,140,Evening,Evening
1837,Air India,Banglore,New Delhi,1,9292,2019,1420,Evening,Afternoon
1838,Jet Airways,Kolkata,Banglore,1,13941,2019,735,Evening,Morning
1839,IndiGo,Kolkata,Banglore,1,4150,2019,335,Night,Morning
1840,Jet Airways,Kolkata,Banglore,1,12681,2019,1655,Evening,Night
1841,IndiGo,Delhi,Cochin,0,5601,2019,195,Night,Morning
1842,Air India,Kolkata,Banglore,2,14960,2019,1385,Morning,Morning
1843,Multiple carriers,Delhi,Cochin,1,13377,2019,570,Afternoon,Night
1844,IndiGo,Mumbai,Hyderabad,0,3342,2019,85,Afternoon,Afternoon
1845,Jet Airways,Banglore,Delhi,0,8016,2019,175,Morning,Afternoon
1846,Jet Airways,Banglore,New Delhi,1,16736,2019,1035,Night,Night
1847,Jet Airways,Kolkata,Banglore,1,10031,2019,1350,Evening,Evening
1848,Air India,Delhi,Cochin,1,7258,2019,705,Evening,Morning
1849,Jet Airways,Banglore,Delhi,0,4030,2019,165,Morning,Morning
1850,Air India,Delhi,Cochin,2,13381,2019,1730,Afternoon,Evening
1851,Jet Airways,Delhi,Cochin,2,16704,2019,1760,Night,Night
1852,Multiple carriers,Delhi,Cochin,1,13587,2019,720,Morning,Evening
1853,Jet Airways,Mumbai,Hyderabad,0,5678,2019,85,Night,Night
1854,Jet Airways,Kolkata,Banglore,1,7064,2019,1610,Morning,Morning
1855,IndiGo,Mumbai,Hyderabad,0,2754,2019,90,Night,Night
1856,Vistara,Banglore,Delhi,0,4668,2019,170,Morning,Afternoon
1857,Air Asia,Kolkata,Banglore,0,4107,2019,150,Evening,Night
1858,IndiGo,Delhi,Cochin,1,5894,2019,965,Night,Evening
1859,Jet Airways,Delhi,Cochin,1,10262,2019,655,Evening,Night
1860,Jet Airways,Kolkata,Banglore,1,13941,2019,945,Afternoon,Morning
1861,Air Asia,Delhi,Cochin,1,6451,2019,865,Afternoon,Morning
1862,Air India,Delhi,Cochin,2,10975,2019,1420,Morning,Morning
1863,Air India,Delhi,Cochin,2,14746,2019,1180,Afternoon,Morning
1864,Air Asia,Delhi,Cochin,1,11410,2019,625,Evening,Morning
1865,SpiceJet,Kolkata,Banglore,0,3841,2019,155,Morning,Morning
1866,Air India,Delhi,Cochin,2,13381,2019,1490,Morning,Morning
1867,Multiple carriers,Delhi,Cochin,1,15078,2019,840,Morning,Night
1868,Air India,Kolkata,Banglore,1,8891,2019,545,Morning,Evening
1869,Jet Airways,Kolkata,Banglore,1,7757,2019,1200,Afternoon,Morning
1870,Air India,Banglore,Delhi,0,4441,2019,180,Night,Morning
1871,Jet Airways,Kolkata,Banglore,1,10031,2019,1345,Evening,Evening
