Lot_Frontage,Lot_Area,Overall_Qual,Overall_Cond,Year_Built,Year_Remod_Add,BsmtFin_SF_1,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,1st_Flr_SF,2nd_Flr_SF,Full_Bath,Half_Bath,TotRms_AbvGrd,Fireplaces,Garage_Yr_Blt,Garage_Cars,Garage_Area,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,3Ssn_Porch,Screen_Porch,Yr_Sold,SalePrice
65,10926,5,5,1959,1959,0,0,1678,1678,1678,0,2,0,10,0,0,0,0,0,0,0,0,0,2009,119900
70,11767,5,5,1956,1956,546,0,604,1150,1560,0,1,0,7,1,1956,1,313,0,0,0,0,0,2009,103500
64.79428571,8926,4,3,1956,1956,0,0,672,672,960,0,1,0,5,0,1956,1,288,64,0,0,0,160,2009,112000
67,12354,6,8,1920,2000,0,0,684,684,684,512,1,0,7,0,2005,2,528,0,46,0,0,0,2009,110000
45,8212,5,6,1941,1950,626,0,94,720,854,444,1,0,6,2,1940,1,256,84,0,0,0,0,2009,122000
60,10998,5,5,1941,1960,408,420,156,984,984,620,2,0,6,0,1977,2,660,0,68,0,0,0,2009,117000
70,6300,5,4,1938,1950,832,0,0,832,832,436,1,1,7,2,1938,1,250,0,0,55,0,0,2009,160000
55,4500,5,5,1932,2000,182,0,611,793,848,672,1,0,6,0,1968,1,281,0,0,56,0,0,2009,159434
60,8400,2,5,1920,1950,290,0,0,290,438,0,1,0,3,0,1930,1,246,0,0,0,0,0,2009,60000
60,9900,6,7,1940,1950,0,0,778,778,944,545,2,0,7,1,1940,1,240,335,0,0,0,0,2009,139500
102,15863,7,3,1920,1970,523,0,301,824,1687,998,2,1,12,2,1970,2,672,136,63,0,0,0,2009,197000
43,5707,6,6,1935,1950,0,0,583,583,647,595,1,1,6,1,1926,1,180,329,96,0,0,0,2009,105000
65,7804,4,3,1928,1950,622,0,500,1122,1328,653,2,0,7,2,1981,2,576,431,44,0,0,0,2009,135000
64,8574,6,8,1916,2000,0,0,816,816,1232,0,1,0,6,1,1916,2,440,0,0,180,0,0,2009,147500
51,6171,6,6,1925,1990,264,0,712,976,1160,448,2,1,7,1,1925,1,216,147,16,0,0,0,2009,137450
60,7200,7,9,1936,2007,350,210,0,560,575,560,1,0,6,0,1971,2,576,256,0,0,0,0,2009,155000
57,7558,6,6,1928,1950,0,0,896,896,1172,741,1,1,9,1,1929,2,342,0,0,0,0,0,2009,177000
52,6292,7,7,1928,1950,0,0,861,861,877,600,2,0,6,1,1928,1,216,0,50,0,0,0,2009,145000
53,7155,7,8,1918,1990,0,0,600,600,628,600,1,0,6,1,1918,1,215,0,113,0,0,195,2009,137000
53,10918,7,9,1926,2004,0,0,1276,1276,1276,804,1,1,9,2,1926,1,282,0,0,0,0,145,2009,234000
60,13680,5,6,1940,1950,728,0,112,840,840,727,1,1,6,2,1961,2,440,0,21,150,0,0,2009,205000
69.95180723,7500,6,7,1942,1950,547,0,224,771,753,741,1,0,7,2,1942,1,213,0,0,0,0,224,2009,177500
130,9600,5,7,1940,1950,428,0,300,728,976,332,1,1,7,2,1940,1,256,0,70,0,0,0,2009,160000
80,14680,5,4,1960,1960,793,0,480,1273,1273,0,1,0,5,0,1960,1,307,483,0,0,0,115,2009,155000
80,13360,5,7,1921,2006,713,0,163,876,964,0,1,0,5,0,1921,2,432,0,0,44,0,0,2009,163500
54,7681,5,6,1921,1950,0,0,731,731,820,523,1,1,7,1,1921,1,186,192,0,102,0,0,2009,154900
69.95180723,8145,7,6,1940,1950,246,0,674,920,1240,1240,2,1,13,2,1940,2,400,0,0,57,0,0,2009,205000
70,9100,5,6,1954,1954,154,694,264,1112,1112,0,1,0,6,1,1954,1,390,0,0,0,0,0,2009,144800
75,12000,7,7,1941,1950,275,0,429,704,860,704,1,1,7,1,1941,1,234,0,0,0,0,0,2009,174500
90,13339,6,6,1960,1960,65,875,621,1561,1561,0,2,0,6,1,1960,2,463,0,148,0,0,120,2009,193000
78,15600,5,7,1949,2005,312,507,248,1067,986,537,2,0,7,1,1949,1,295,0,0,81,0,0,2009,158000
80,14000,6,8,1950,2004,0,0,1092,1092,1152,0,1,0,6,1,1950,1,300,0,36,0,0,0,2009,158500
100,17500,6,5,1954,1954,784,435,91,1310,1906,0,1,1,6,2,1954,2,576,0,201,0,0,0,2009,224000
24,1733,6,6,1980,1980,0,0,516,516,516,516,1,0,5,1,1980,2,452,279,0,0,0,0,2009,115000
24,1488,6,6,1980,1992,471,0,90,561,561,668,1,1,5,1,1980,2,462,176,0,0,0,0,2009,137000
24,1612,6,6,1980,1980,0,0,561,561,561,668,1,1,5,1,1980,2,462,154,0,0,0,0,2009,121000
24,1300,6,6,1980,1980,285,0,276,561,561,668,1,1,5,1,1980,2,462,150,0,0,0,0,2009,124000
69.95180723,13607,6,6,1986,1986,454,0,118,572,1182,800,2,1,6,1,1986,2,501,400,112,0,0,0,2009,208000
69.95180723,17597,7,9,1971,2009,803,419,581,1803,2365,0,2,0,7,2,1971,2,551,200,144,0,0,0,2009,315000
69.95180723,21695,6,9,1988,2007,808,0,72,880,1680,0,2,0,5,1,1988,2,540,292,44,0,182,0,2009,222000
59,10690,5,7,1920,1997,456,0,216,672,672,672,1,0,6,0,1964,1,468,0,128,218,0,0,2009,147000
50,8660,5,6,1900,1993,0,0,760,760,928,928,2,0,11,0,1998,2,576,467,160,78,0,0,2009,123000
60,6402,5,5,1920,1950,0,0,596,596,596,596,1,0,6,0,1920,1,189,0,0,137,0,0,2009,78000
105,8470,3,2,1915,1982,0,0,1013,1013,1013,0,1,0,6,0,0,0,0,0,0,156,0,0,2009,85000
60,10200,4,6,1925,1950,0,0,572,572,572,0,1,0,4,0,1940,1,200,0,0,72,0,0,2009,75000
44,3843,8,5,2007,2008,1476,0,120,1596,1648,0,2,0,5,1,2007,2,482,162,53,0,153,0,2009,230000
109,21780,2,4,1910,1950,0,0,0,0,810,0,1,0,4,0,1975,1,280,119,24,0,0,0,2009,57625
75,10125,8,5,2000,2001,445,250,412,1107,1040,1012,2,1,7,1,2000,3,642,210,91,0,0,0,2009,251000
48,12822,7,5,2003,2003,1351,0,83,1434,1518,631,1,1,6,1,2003,2,670,168,43,0,0,198,2009,239686
43,12118,7,5,2004,2005,0,0,1710,1710,1710,0,2,0,7,1,2004,2,550,100,48,0,0,180,2009,240000
71,12209,6,5,2001,2002,690,0,114,804,804,1157,2,1,7,1,2001,2,560,125,192,0,0,0,2009,215000
75,9750,6,6,1977,1977,767,0,135,902,926,0,1,0,5,1,1977,1,351,319,0,0,0,0,2009,156450
72,9360,6,7,1977,1977,841,116,0,957,1287,0,1,1,5,2,1977,2,541,302,39,0,0,120,2009,173000
75,10125,5,5,1977,1977,0,0,0,0,1302,432,2,0,8,0,1977,2,539,0,0,0,0,0,2009,126000
75.14444444,9947,7,5,1990,1991,611,0,577,1188,1217,0,2,0,6,0,1990,2,497,168,27,0,0,0,2009,173000
82,11070,5,5,1991,1991,55,0,1527,1582,1595,0,2,0,5,0,1991,2,672,0,0,0,0,0,2009,152000
81.30357143,14375,6,6,1958,1958,111,354,354,819,1344,0,1,0,7,1,1958,2,525,0,118,0,0,233,2009,137500
150,215245,7,5,1965,1965,1236,820,80,2136,2036,0,2,0,8,2,1965,2,513,0,0,0,0,0,2009,375000
89,12898,9,5,2007,2008,1022,0,598,1620,1620,0,2,0,6,1,2008,3,912,228,0,0,0,0,2009,315500
83,13159,7,5,2009,2009,0,0,846,846,846,846,2,1,6,0,2009,2,650,208,114,0,0,0,2009,224500
113,13438,9,5,2008,2008,1758,0,432,2190,2036,0,2,0,9,1,2008,3,780,90,154,0,0,0,2009,410000
79,14463,9,5,2008,2008,1115,0,526,1641,1641,0,2,0,7,0,2008,3,885,0,95,0,0,0,2009,316500
73,8925,8,5,2007,2007,16,0,1450,1466,1466,0,2,0,7,0,2007,3,610,100,18,0,0,0,2009,201000
130,11457,6,5,1988,1988,1005,0,387,1392,1412,0,2,0,6,1,1988,2,576,0,0,169,0,0,2009,175000
81.30357143,9839,6,8,1980,2006,462,0,250,712,1375,862,2,1,7,1,1980,2,440,305,24,0,0,0,2009,204000
125,14419,7,5,1987,1989,904,624,117,1645,1479,0,2,1,7,1,1987,2,578,224,238,0,0,0,2009,213500
81.30357143,6853,8,5,2001,2002,1005,0,262,1267,1296,0,2,0,6,0,2001,2,471,192,25,0,0,0,2009,220000
75,9157,7,5,2003,2003,0,0,912,912,1072,942,2,1,9,0,2003,2,486,124,114,0,0,0,2009,170000
85,14601,9,5,2006,2006,1260,0,578,1838,1838,0,2,0,8,1,2006,3,765,270,68,0,0,0,2009,315000
85,12633,9,5,2007,2007,1640,0,338,1978,1978,0,2,0,7,1,2007,3,920,308,52,0,0,0,2009,425000
75,12518,5,7,1968,1968,532,0,476,1008,1008,0,1,0,6,0,1968,1,384,144,0,0,0,0,2009,139500
100,21750,5,4,1960,2006,0,0,0,0,1771,0,1,0,9,1,1960,2,336,0,0,0,0,0,2009,115000
32,4500,6,5,1998,1998,866,0,338,1204,1204,0,2,0,5,0,1998,2,412,0,247,0,0,0,2009,162000
75.14444444,4500,6,5,1999,1999,883,0,341,1224,1224,0,2,0,5,0,1999,2,402,0,304,0,0,0,2009,165000
21,1596,4,5,1973,1973,462,0,0,462,526,462,1,0,5,0,1973,1,297,120,101,0,0,0,2009,91000
62,9858,5,6,1968,1968,510,0,354,864,874,0,1,0,5,0,1968,1,288,33,0,0,0,0,2009,130000
21,1526,4,8,1970,2002,515,0,115,630,630,0,1,0,3,0,1970,1,286,0,0,0,0,0,2009,86000
83,13383,5,5,1969,2000,594,0,594,1188,1404,0,2,0,7,1,1969,2,504,0,16,0,0,0,2009,160000
21,1477,4,4,1970,1970,509,0,121,630,630,0,1,0,3,0,1970,1,286,0,0,0,0,0,2009,80000
21,1533,4,6,1970,2008,0,0,546,546,798,546,1,1,6,1,0,0,0,0,0,0,0,0,2009,97000
21,2217,4,4,1970,1970,273,273,0,546,546,546,1,1,6,0,1970,1,286,238,0,0,0,0,2009,88000
50,7689,5,8,1972,1972,720,76,0,796,796,0,1,0,4,0,1998,1,336,138,0,0,0,0,2009,131900
62,7706,6,5,1993,1996,114,270,0,384,1091,0,1,0,5,0,1993,1,429,280,0,0,0,0,2009,131250
75.14444444,9101,5,6,1978,1978,1097,0,0,1097,1110,0,1,0,4,1,1978,2,602,303,30,0,0,0,2009,165500
75.14444444,8780,5,5,1985,1985,625,0,208,833,833,0,1,0,5,0,0,0,0,0,0,0,0,0,2009,112000
70,7669,5,6,1992,1993,718,110,0,828,883,0,1,0,5,1,1998,2,698,100,32,0,0,0,2009,149000
85,14115,5,5,1993,1995,732,0,64,796,796,566,1,1,5,0,1993,2,480,40,30,0,320,0,2009,143000
62,10429,5,5,1992,1992,330,0,294,624,624,663,1,1,6,0,2001,2,440,150,0,0,0,0,2009,130000
75.14444444,9819,6,5,1977,1977,1567,0,0,1567,1567,0,2,0,5,2,1977,2,714,264,32,0,0,0,2009,196000
70,10457,5,7,1969,1969,496,288,0,784,784,848,1,1,7,1,1969,2,898,0,173,368,0,0,2009,173000
87,11029,6,8,1958,2002,528,411,245,1184,1414,0,1,0,6,1,1990,2,601,0,51,0,0,190,2008,176500
75.21066667,12925,6,7,1970,1970,865,0,340,1205,2117,0,2,1,7,2,1970,2,550,0,42,0,0,0,2008,237500
85,11075,6,5,1969,1969,500,276,176,952,1092,1020,2,1,9,2,1969,2,576,280,0,0,0,0,2008,206900
72,8702,6,5,1997,1998,706,0,220,926,926,678,2,1,7,1,1997,2,470,0,36,0,0,0,2008,187500
65,8139,6,5,1995,1996,476,0,204,680,680,790,2,1,7,1,1995,2,420,192,49,0,0,0,2008,165000
59,9535,6,5,1998,1998,851,0,75,926,926,678,2,1,7,0,1998,2,472,100,82,0,0,0,2008,195500
59,9042,6,5,1998,1998,828,0,115,943,943,695,2,1,7,2,1998,2,472,100,38,0,0,0,2008,192000
74.20720721,15038,6,5,1996,1996,138,0,778,916,916,720,2,1,7,1,1996,2,386,168,84,0,0,0,2008,173000
53,14137,5,5,1996,1997,450,0,898,1348,1384,0,2,0,7,0,1996,2,404,0,39,0,0,0,2008,177900
57,21872,7,5,1996,1997,604,0,125,729,729,717,2,1,6,1,1996,2,406,264,22,0,0,0,2008,175000
41,4923,8,5,2001,2002,1153,0,440,1593,1593,0,1,1,5,1,2001,2,682,0,120,0,0,224,2008,286000
45,6264,8,5,1997,1997,656,0,1008,1664,1682,0,1,1,6,1,1997,2,528,0,0,0,0,0,2008,247900
41,5395,8,5,1993,1993,733,0,604,1337,1337,0,2,0,5,1,1993,2,462,96,0,70,168,0,2008,180000
39,5070,8,5,1992,1992,0,0,1280,1280,1280,0,2,0,5,0,1992,2,506,0,82,0,0,144,2008,180000
100,10839,6,5,1997,1998,0,0,926,926,926,678,2,1,7,1,1997,2,470,0,36,0,0,0,2008,181000
73,11184,6,5,1998,1998,0,0,932,932,932,701,2,1,7,1,1998,2,460,0,39,0,0,0,2008,183000
74.20720721,8000,6,5,1995,1996,219,0,554,773,773,885,2,1,8,1,1995,2,431,224,84,0,0,0,2008,188000
74.20720721,10832,7,5,1994,1996,0,0,712,712,1086,809,2,1,7,1,1994,2,409,143,46,0,0,0,2008,194500
74.20720721,14067,6,5,1991,1991,504,0,332,836,851,858,2,1,7,0,1991,2,416,0,40,0,0,0,2008,185000
40,4671,8,5,1988,1989,767,0,461,1228,1228,0,2,0,5,1,1988,2,472,168,120,0,0,0,2008,189000
65,5950,8,5,1989,1989,319,0,1018,1337,1337,0,2,0,5,1,1989,2,462,0,73,154,0,0,2008,188500
101,13543,8,5,2005,2005,16,0,1152,1168,1168,1332,3,1,9,1,2005,3,683,192,32,0,0,0,2008,355000
77,11198,9,5,2005,2007,0,0,1122,1122,1134,1370,2,1,11,1,2005,3,656,144,39,0,0,0,2008,325000
53,15401,9,5,2004,2004,1337,0,547,1884,1884,0,2,0,7,1,2004,3,670,214,76,0,0,0,2008,387000
74.20720721,31220,6,2,1952,1952,0,0,1632,1632,1474,0,1,0,7,2,1952,2,495,0,0,144,0,0,2008,115000
60,8118,9,5,2007,2007,1034,0,676,1710,1710,0,2,0,6,1,2007,2,557,156,48,0,0,0,2008,334000
74.20720721,47280,6,5,1950,1950,0,0,1488,1488,1488,0,2,1,6,1,1950,2,738,0,0,180,0,0,2008,133000
46,20544,7,6,1986,1991,0,0,791,791,1236,857,2,1,7,1,1986,2,542,364,63,0,0,0,2008,215000
63,12680,7,6,1988,1988,983,0,692,1675,1688,0,2,0,6,1,1988,2,528,0,48,0,0,141,2008,226500
78,12090,6,6,1981,1981,588,228,606,1422,1422,0,2,0,7,1,1981,2,576,276,0,0,0,0,2008,175500
81.51764706,10825,7,7,1983,1983,747,0,513,1260,1260,0,2,0,6,0,1983,2,598,152,0,0,0,0,2008,181900
56,18559,7,5,1978,1978,1206,186,656,2048,2064,0,2,0,7,2,1978,2,550,200,0,0,0,0,2008,235000
85,14450,7,5,1979,1979,864,449,469,1782,1782,0,2,0,6,1,1979,2,551,467,0,0,0,0,2008,220000
81.51764706,12227,6,7,1977,1995,896,0,434,1330,1542,1330,2,1,11,1,1977,2,619,550,282,0,0,0,2008,272000
90,13068,6,5,1976,1976,890,48,273,1211,1211,0,2,0,6,1,1976,2,461,0,0,0,174,0,2008,161000
81.51764706,15611,5,6,1977,1977,767,93,266,1126,1126,0,2,0,6,0,1977,2,540,180,0,0,0,0,2008,175000
80,10400,7,6,1980,1988,0,0,738,738,1277,767,2,1,7,1,1980,2,489,28,73,0,0,0,2008,185000
75,9743,5,6,1969,1969,280,0,440,720,720,588,1,1,7,0,1969,2,484,0,0,0,0,0,2008,146900
81.51764706,12511,7,7,1978,1978,988,0,432,1420,1420,1420,2,1,8,2,1978,4,1314,0,16,0,0,208,2008,292500
104,11361,6,5,1976,1976,644,0,549,1193,1523,0,2,0,7,1,1976,2,478,0,0,0,0,189,2008,180000
80,10400,6,5,1976,1976,0,0,1444,1444,1444,0,2,0,5,1,1976,2,473,0,24,0,0,0,2008,159900
80,10480,7,6,1976,1976,403,0,400,803,1098,866,2,1,8,1,1976,2,483,0,69,0,0,0,2008,205000
80,10000,5,6,1973,2000,1084,0,92,1176,1178,0,1,1,5,1,1973,2,439,224,0,0,0,0,2008,157000
81.51764706,14311,8,5,1996,1996,1023,0,213,1236,1236,1104,2,1,9,1,1996,3,787,192,180,218,0,0,2008,306000
60,9000,5,5,1974,1974,0,0,896,896,896,896,2,2,8,0,1982,2,480,0,45,0,0,0,2008,133000
65,9750,6,8,1969,1969,602,438,14,1054,1054,0,1,1,6,0,1969,2,460,180,0,0,0,80,2008,151000
68,10295,4,6,1969,1969,252,0,684,936,936,0,1,0,4,0,1969,1,288,16,0,0,0,0,2008,111900
63,7560,5,5,1971,1971,119,613,132,864,864,0,1,0,5,0,1977,2,576,0,0,0,0,0,2008,123000
75.21066667,12735,4,5,1972,1972,600,0,264,864,864,0,1,0,5,0,1980,2,576,216,0,0,0,0,2008,111250
34,4060,6,5,1998,1999,266,0,1139,1405,1337,0,2,0,5,0,1998,2,511,144,68,0,0,0,2008,181000
21,1680,6,5,1973,1973,458,0,25,483,483,504,1,1,5,0,1973,1,264,52,0,0,0,0,2008,103400
21,1680,6,5,1973,1973,330,0,153,483,483,504,1,1,5,0,1973,1,264,0,0,0,0,0,2008,100000
21,1890,6,6,1972,1972,483,0,0,483,483,504,1,1,5,0,1975,1,352,411,0,0,0,0,2008,100500
21,1869,6,6,1970,1970,321,0,162,483,483,504,1,1,5,0,1987,1,280,0,0,0,0,0,2008,106000
21,1680,6,5,1971,1971,387,0,96,483,483,504,1,1,4,0,1971,1,264,0,0,0,0,0,2008,85400
21,1680,6,3,1971,1971,358,0,125,483,483,504,1,1,5,0,1971,1,264,0,0,0,0,0,2008,89500
21,1680,5,5,1972,1972,350,0,280,630,630,672,2,1,6,0,1972,1,264,0,0,0,0,0,2008,111750
53,4043,6,6,1977,1977,559,0,510,1069,1069,0,2,0,4,0,1977,2,440,0,55,0,0,200,2008,140000
24,2308,6,6,1975,1975,286,294,275,855,855,601,2,1,7,0,1975,2,460,0,0,0,0,0,2008,143000
24,2529,7,6,1977,1977,378,0,677,1055,1055,0,2,0,4,0,1977,2,440,0,38,0,0,0,2008,148500
75.21066667,9477,5,5,1966,1966,340,0,524,864,892,0,1,0,5,0,1966,1,264,0,0,0,0,0,2008,110000
96,12444,8,5,2008,2008,1336,0,596,1932,1932,0,2,0,7,1,2008,3,774,0,66,0,304,0,2008,394617
96,12474,10,5,2007,2008,1280,0,402,1682,1742,590,2,1,9,1,2008,3,846,196,134,0,0,0,2008,426000
114,14803,10,5,2007,2008,1636,0,442,2078,2084,0,2,0,7,1,2007,3,1220,188,45,0,0,0,2008,385000
67,14948,9,5,2008,2008,1330,0,122,1452,1476,1237,2,1,11,1,2008,3,858,126,66,0,0,0,2008,446261
98,12704,8,5,2007,2007,1012,0,570,1582,1582,0,2,0,7,0,2007,3,905,209,95,0,0,0,2008,317500
107,13891,8,5,2007,2008,1400,0,310,1710,1710,0,2,0,6,1,2007,3,866,0,102,0,0,0,2008,372402
105,13693,8,5,2007,2007,1728,495,195,2418,2464,0,2,1,9,1,2007,3,650,358,78,0,0,0,2008,417500
104,14418,9,5,2007,2007,1375,0,575,1950,1950,0,2,0,7,1,2007,3,706,156,207,0,0,0,2008,383000
108,13418,9,5,2006,2006,1420,0,430,1850,1850,898,2,1,9,1,2006,3,850,212,182,0,0,0,2008,390000
96,12539,10,5,2005,2006,1082,0,538,1620,1632,1158,2,1,10,1,2005,4,1150,30,200,0,0,192,2008,460000
102,12151,9,5,2005,2005,1249,0,165,1414,1414,917,2,1,9,1,2005,3,1003,192,63,0,0,0,2008,379000
74,8899,8,5,2007,2007,40,0,908,948,948,1140,2,1,10,1,2007,3,656,100,24,0,0,0,2008,250000
85,10574,8,5,2004,2004,856,0,292,1148,1170,1162,2,1,9,1,2004,3,756,224,142,0,0,0,2008,316000
106,12720,10,5,2003,2003,2257,0,278,2535,2470,0,1,1,7,2,2003,3,789,154,65,0,0,216,2008,615000
110,13688,9,5,2003,2004,1016,0,556,1572,1572,1096,2,1,10,2,2003,3,726,400,0,0,0,0,2008,412500
85,10625,7,5,2003,2004,866,0,132,998,1006,1040,2,1,8,1,2003,3,871,320,62,0,0,0,2008,284000
92,10845,8,5,2003,2004,1149,0,454,1603,1575,0,2,0,7,1,2003,3,732,216,28,0,0,0,2008,284000
130,16900,8,5,2001,2002,1075,0,404,1479,1515,1134,2,1,10,1,2001,3,746,0,60,0,0,0,2008,421250
112,16451,8,5,2003,2003,0,0,1765,1765,1804,886,2,1,9,1,2003,3,795,268,58,0,0,0,2008,370000
58,10110,9,5,2008,2008,372,0,1486,1858,1866,0,2,0,7,1,2008,3,870,0,48,0,0,0,2008,336860
65,8769,9,5,2008,2008,1540,0,162,1702,1702,0,1,1,7,1,2008,3,1052,0,72,0,0,224,2008,367294
135,12304,7,5,2005,2005,20,0,1347,1367,1367,0,2,0,6,1,2005,2,484,0,33,0,0,0,2008,192000
62,12677,8,5,2003,2004,1218,0,300,1518,1518,0,1,1,6,1,2003,2,588,185,140,0,0,0,2008,274000
63,8849,9,5,2005,2005,28,0,1656,1684,1684,0,2,0,6,1,2005,2,564,495,72,0,0,0,2008,266000
89,8232,9,5,2007,2008,1204,0,596,1800,1800,0,2,0,6,1,2008,3,944,210,0,0,0,0,2008,370967
48,6240,8,5,2006,2007,846,0,496,1342,1342,0,2,0,6,1,2007,2,550,0,35,0,0,0,2008,234250
48,6240,8,5,2006,2007,24,0,1318,1342,1342,0,2,0,6,1,2007,2,550,0,35,0,0,0,2008,219500
36,2448,7,5,2003,2004,0,0,764,764,764,862,2,1,6,0,2003,2,474,0,27,0,0,0,2008,155000
36,2448,7,5,2003,2004,573,0,191,764,764,862,2,1,6,0,2003,2,474,0,27,0,0,0,2008,154000
59,8198,7,5,2004,2004,720,0,638,1358,1358,0,2,0,6,1,2004,2,484,192,30,0,0,0,2008,207000
46.9,3940,7,5,2003,2003,1073,0,342,1415,1455,0,2,0,6,1,2003,3,644,156,20,0,0,144,2008,195000
46.9,3940,7,5,2004,2004,1087,0,306,1393,1576,0,2,0,7,1,2004,3,668,143,20,0,0,0,2008,219990
43,3182,7,5,2005,2006,16,0,1330,1346,1504,0,2,0,7,1,2005,2,437,156,20,0,0,0,2008,191000
43,3182,7,5,2007,2007,0,0,1266,1266,1266,0,2,0,6,1,2007,2,388,100,16,0,0,0,2008,159895
53,3710,7,5,2007,2008,0,0,1146,1146,1246,0,2,0,5,1,2007,2,428,100,24,0,0,0,2008,187687
80,9024,6,5,2004,2004,0,0,789,789,813,702,2,1,8,1,2004,2,393,0,75,0,0,0,2008,179000
62,7415,6,5,2004,2004,759,0,80,839,864,729,2,1,8,1,2004,2,398,100,75,0,0,0,2008,193000
59,9587,7,5,2005,2005,655,0,201,856,1166,0,2,0,5,0,2005,2,400,212,0,0,0,0,2008,190000
51,8029,6,5,2005,2005,0,0,728,728,728,728,2,1,8,0,2005,2,400,100,24,0,0,0,2008,176000
74.20720721,8010,7,5,2002,2003,0,0,840,840,840,880,2,1,7,1,2002,2,400,138,48,0,0,0,2008,188000
74.20720721,8396,7,5,2003,2003,0,0,847,847,847,1139,2,1,9,1,2003,2,434,120,48,0,0,0,2008,213000
55,7301,7,6,2007,2008,876,0,474,1350,1358,0,2,0,6,1,2008,2,484,192,26,0,0,0,2008,217300
93,10261,6,5,2000,2000,0,0,936,936,962,830,2,1,8,1,2000,2,451,0,0,0,0,0,2008,186500
71,8220,7,5,2000,2001,544,0,438,982,1008,884,2,1,8,1,2000,2,431,108,0,0,0,0,2008,226750
60,15384,7,5,2004,2005,724,0,64,788,788,702,2,1,8,1,2004,2,388,100,75,0,0,0,2008,184000
74.20720721,7750,7,5,2002,2002,0,0,707,707,707,707,2,1,6,1,2002,2,403,100,35,0,0,0,2008,176000
41,12460,7,5,1999,2000,870,0,167,1037,1037,1285,2,1,8,1,1999,2,400,144,44,0,0,0,2008,225000
77,8390,7,5,1999,1999,0,0,831,831,873,778,2,1,7,1,1999,2,450,0,103,0,0,0,2008,185900
84,9660,8,5,1997,1997,0,0,1173,1173,1182,1017,2,1,9,1,1997,2,516,0,131,0,0,0,2008,284500
80,9200,8,5,1998,1998,986,0,484,1470,1470,1160,2,1,8,1,1998,3,696,0,66,0,0,0,2008,315000
84,14260,8,5,2000,2000,655,0,490,1145,1145,1053,2,1,9,1,2000,3,836,192,84,0,0,0,2008,250000
91.62962963,11000,9,5,2000,2000,0,0,1519,1519,1533,639,2,1,8,1,2000,3,687,162,153,0,0,0,2008,291000
136,11675,8,5,1998,1998,1660,0,322,1982,2006,0,2,0,5,1,1998,3,938,144,33,0,0,0,2008,350000
97,10990,7,5,1996,1997,851,0,213,1064,1064,1061,2,1,12,2,1996,2,576,168,0,0,0,0,2008,279500
91.62962963,11929,8,7,1995,1995,0,0,1242,1242,1251,1250,2,1,9,1,1995,3,751,192,87,0,0,0,2008,290000
91,10437,8,6,1995,1995,1696,0,413,2109,2113,0,2,1,7,1,1995,3,839,236,46,0,0,0,2008,350000
96,10542,7,5,1993,1994,1173,0,138,1311,1325,1093,2,1,9,1,1993,3,983,250,154,216,0,0,2008,341000
91,10010,7,5,1993,1994,228,852,0,1080,1108,1089,2,1,9,1,1993,3,783,385,99,0,0,0,2008,287500
81,10944,7,5,1994,1994,1000,0,223,1223,1223,904,2,1,5,2,1994,2,525,171,132,0,0,0,2008,271000
91,14303,8,5,1994,1994,1314,0,672,1986,1987,0,2,0,7,1,1994,2,691,262,36,0,0,0,2008,301500
92,11932,8,5,2007,2008,0,0,1580,1580,1580,0,2,0,7,0,2008,3,830,0,24,0,0,0,2008,235128
86,14598,6,5,2007,2007,0,0,894,894,894,1039,2,1,9,1,2007,3,668,100,18,0,0,0,2008,214000
75,11957,8,5,2006,2006,24,0,1550,1574,1574,0,2,0,7,1,2006,3,824,144,104,0,0,0,2008,232000
74,13253,7,5,2006,2006,1096,0,482,1578,1578,0,2,0,7,1,2006,3,642,0,26,0,0,0,2008,240000
75,14587,9,5,2008,2008,0,0,1498,1498,1506,0,2,0,6,1,2008,2,592,0,174,0,0,0,2008,264132
78,10206,8,5,2007,2007,33,0,1530,1563,1563,0,2,0,6,1,2007,3,758,144,99,0,0,0,2008,245000
91,12274,7,5,2008,2008,0,0,1417,1417,1428,0,2,0,6,0,2008,2,554,0,60,0,0,0,2008,227680
73,9801,8,5,2007,2007,0,0,1341,1341,1341,520,3,0,7,1,2007,3,851,144,60,0,0,0,2008,257000
80,9428,8,5,2007,2008,729,0,226,955,955,919,2,1,8,1,2007,3,880,168,108,0,0,0,2008,297900
87,10037,8,5,2006,2007,666,0,794,1460,1460,0,2,0,6,1,2006,2,480,0,20,0,0,0,2008,247000
72,8640,8,5,2007,2008,24,0,1339,1363,1372,0,2,0,6,0,2008,2,588,192,113,0,0,0,2008,212700
72,8640,7,5,2007,2008,0,0,1372,1372,1372,0,2,0,6,0,2008,2,529,0,140,0,0,0,2008,250580
95,11639,7,5,2007,2008,0,0,1428,1428,1428,0,2,0,6,0,2007,2,480,0,120,0,0,0,2008,182000
75,9803,7,5,2005,2005,400,0,466,866,866,902,2,1,7,0,2005,2,603,0,108,0,0,0,2008,226700
75,9375,8,5,2003,2004,0,0,1053,1053,1053,939,2,1,9,1,2003,2,648,140,45,0,0,0,2008,250000
85,10625,7,5,2005,2005,0,0,1026,1026,1026,932,2,1,9,1,2005,3,936,154,210,0,0,0,2008,250000
85,10800,8,5,2007,2008,789,0,245,1034,1050,1028,2,1,8,1,2008,3,836,0,102,0,0,0,2008,339750
