Gone,JoinDate,Age,BusinessTravel,DistanceFromHome,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PerformanceRating
No,5/4/2021,42,Travel_Rarely,6,3,Male,3,3,Research Director,1,Married,13348,9,3
No,3/24/2021,31,Travel_Rarely,10,3,Female,3,2,Sales Executive,4,Divorced,6583,2,3
No,7/18/2021,34,Travel_Rarely,3,4,Female,2,2,Sales Executive,4,Married,8103,3,3
No,4/28/2019,31,Travel_Rarely,4,1,Female,4,1,Laboratory Technician,3,Divorced,3978,8,3
No,6/18/2021,26,Travel_Frequently,6,3,Male,4,1,Laboratory Technician,4,Married,2544,0,3
No,3/17/2019,45,Travel_Frequently,1,2,Male,3,2,Healthcare Representative,3,Single,5399,4,3
No,7/13/2019,33,Travel_Rarely,10,2,Male,3,2,Sales Executive,3,Single,5487,1,3
No,1/28/2021,28,Travel_Frequently,1,3,Male,2,2,Sales Executive,4,Married,6834,1,3
Yes,3/24/2019,29,Travel_Frequently,24,3,Male,4,1,Sales Representative,1,Single,1091,1,3
No,10/10/2019,39,Non-Travel,21,1,Female,1,2,Sales Executive,3,Married,5736,6,3
No,10/29/2021,27,Travel_Rarely,2,2,Male,3,1,Research Scientist,2,Married,2226,1,3
No,2/21/2020,34,Travel_Frequently,22,3,Male,2,2,Research Scientist,4,Married,5747,1,3
Yes,3/28/2019,28,Travel_Rarely,13,4,Female,3,2,Sales Executive,3,Single,9854,3,3
No,5/18/2019,47,Non-Travel,14,3,Male,3,2,Research Scientist,2,Married,5467,8,3
No,8/31/2019,56,Travel_Rarely,11,4,Female,2,2,Sales Executive,1,Married,5380,4,3
No,7/31/2021,39,Travel_Rarely,9,1,Male,3,2,Manufacturing Director,1,Married,5151,1,4
No,2/5/2019,38,Travel_Frequently,8,4,Female,2,2,Research Scientist,2,Divorced,2133,1,3
No,8/20/2019,58,Travel_Rarely,21,4,Female,3,4,Manager,4,Married,17875,4,3
Yes,2/17/2020,32,Travel_Frequently,5,1,Female,4,1,Research Scientist,3,Single,2432,3,3
No,2/16/2019,38,Travel_Rarely,9,2,Male,3,1,Research Scientist,4,Divorced,4771,2,3
No,8/8/2019,49,Travel_Frequently,2,2,Male,3,5,Research Director,4,Married,19161,3,3
No,10/28/2020,42,Travel_Rarely,12,2,Male,3,2,Sales Executive,4,Divorced,5087,3,3
Yes,10/14/2021,27,Travel_Frequently,22,1,Female,2,1,Human Resources,2,Married,2863,1,3
No,9/21/2020,35,Travel_Rarely,18,2,Male,3,2,Sales Executive,1,Married,5561,0,3
No,7/9/2020,28,Non-Travel,16,3,Male,3,1,Research Scientist,3,Single,2144,1,3
No,10/5/2021,31,Non-Travel,3,3,Male,3,1,Research Scientist,1,Divorced,3065,1,3
No,10/9/2021,36,Non-Travel,9,1,Male,4,1,Laboratory Technician,2,Married,2810,1,4
No,10/7/2020,34,Travel_Rarely,1,1,Male,3,3,Sales Executive,4,Single,9888,1,4
No,7/1/2020,34,Travel_Rarely,13,4,Male,3,3,Sales Executive,3,Divorced,8628,1,3
No,6/17/2021,26,Travel_Rarely,1,3,Male,3,1,Laboratory Technician,1,Single,2867,0,3
No,4/19/2021,29,Travel_Rarely,1,1,Male,3,2,Healthcare Representative,1,Married,5373,0,3
No,11/23/2021,32,Non-Travel,15,3,Female,3,2,Healthcare Representative,4,Divorced,6667,5,3
No,3/30/2019,31,Travel_Frequently,1,4,Male,1,2,Research Scientist,1,Married,5003,1,4
Yes,11/4/2020,28,Travel_Rarely,17,3,Male,2,1,Laboratory Technician,4,Divorced,2367,5,3
No,2/23/2021,38,Travel_Rarely,1,1,Male,2,1,Sales Representative,1,Single,2858,4,3
No,9/22/2020,35,Travel_Rarely,7,3,Female,3,2,Sales Executive,4,Married,5204,1,3
No,6/8/2021,27,Travel_Rarely,9,4,Male,3,2,Sales Executive,4,Single,4105,1,3
No,7/14/2021,32,Travel_Rarely,5,4,Male,2,2,Manufacturing Director,4,Single,9679,8,4
Yes,1/3/2021,31,Travel_Frequently,26,1,Male,3,2,Sales Executive,4,Married,5617,1,3
Yes,12/29/2019,53,Travel_Rarely,24,1,Male,3,3,Sales Executive,1,Single,10448,6,3
No,9/23/2020,54,Travel_Rarely,9,1,Female,3,2,Research Scientist,3,Married,2897,3,3
No,6/30/2019,33,Travel_Frequently,7,4,Male,3,2,Healthcare Representative,3,Divorced,5968,1,4
No,8/19/2021,43,Travel_Rarely,11,1,Male,3,3,Healthcare Representative,3,Married,7510,1,3
No,4/17/2021,38,Travel_Frequently,1,4,Male,3,1,Human Resources,2,Married,2991,0,3
No,5/26/2020,55,Travel_Rarely,26,3,Male,4,5,Manager,2,Married,19636,4,3
No,3/21/2019,31,Travel_Rarely,2,4,Female,1,1,Laboratory Technician,4,Divorced,1129,1,3
No,2/20/2021,39,Travel_Rarely,15,2,Male,3,4,Sales Executive,1,Single,13341,0,3
No,3/13/2019,42,Non-Travel,23,4,Male,2,2,Research Scientist,3,Single,4332,1,3
No,9/27/2019,31,Non-Travel,10,3,Female,3,3,Research Director,3,Married,11031,4,4
No,3/7/2021,54,Travel_Rarely,10,3,Female,3,2,Manufacturing Director,1,Single,4440,6,3
No,8/3/2020,24,Travel_Rarely,1,2,Male,2,2,Healthcare Representative,3,Single,4617,1,3
No,7/4/2021,23,Travel_Rarely,12,4,Male,3,1,Laboratory Technician,4,Single,2647,1,3
No,9/5/2019,40,Travel_Frequently,11,4,Female,3,2,Laboratory Technician,3,Married,6323,1,3
No,8/1/2021,40,Travel_Rarely,2,2,Female,3,2,Sales Executive,2,Married,5677,3,3
No,9/30/2019,25,Travel_Rarely,2,3,Female,3,1,Human Resources,2,Married,2187,4,3
No,2/15/2021,30,Travel_Rarely,1,4,Male,3,1,Laboratory Technician,2,Married,3748,1,3
No,3/19/2019,25,Travel_Rarely,2,4,Male,3,1,Laboratory Technician,3,Divorced,3977,6,3
No,3/5/2020,47,Travel_Rarely,25,1,Male,3,3,Healthcare Representative,3,Single,8633,2,4
No,4/8/2020,33,Non-Travel,1,2,Male,2,1,Laboratory Technician,3,Divorced,2008,1,3
No,2/23/2020,38,Travel_Rarely,1,4,Male,3,2,Sales Executive,2,Married,4440,0,3
No,9/3/2020,31,Travel_Rarely,2,1,Male,3,1,Sales Representative,3,Married,3067,0,3
No,7/17/2020,38,Travel_Frequently,6,1,Male,2,2,Manufacturing Director,3,Married,5321,2,3
No,2/10/2020,42,Travel_Rarely,18,4,Male,3,2,Research Scientist,1,Divorced,5410,6,3
No,11/2/2019,41,Travel_Rarely,1,4,Male,3,1,Research Scientist,4,Married,2782,3,4
No,6/22/2019,47,Non-Travel,1,3,Female,3,3,Research Director,2,Married,11957,0,3
No,7/31/2019,35,Travel_Rarely,11,4,Male,3,1,Laboratory Technician,3,Married,2660,7,3
No,1/18/2020,22,Travel_Rarely,1,4,Male,3,1,Research Scientist,3,Single,3375,0,3
No,12/3/2021,35,Travel_Rarely,9,2,Male,3,2,Research Scientist,3,Single,5098,1,3
No,9/8/2021,33,Travel_Rarely,15,2,Female,3,2,Healthcare Representative,4,Married,4878,0,3
No,10/18/2020,32,Travel_Rarely,29,3,Female,2,1,Laboratory Technician,2,Single,2837,1,3
No,5/19/2019,40,Travel_Rarely,1,1,Male,3,1,Laboratory Technician,4,Married,2406,8,3
No,4/19/2021,32,Travel_Rarely,1,2,Male,2,1,Sales Representative,2,Married,2269,0,3
No,2/7/2020,39,Travel_Rarely,24,1,Male,3,2,Research Scientist,4,Single,4108,7,3
No,11/23/2020,38,Travel_Rarely,10,2,Female,1,3,Research Director,3,Married,13206,3,3
No,12/13/2020,32,Travel_Rarely,1,3,Female,3,3,Sales Executive,4,Married,10422,1,3
No,10/7/2021,37,Travel_Rarely,10,3,Female,4,3,Research Director,4,Married,13744,1,4
No,6/27/2021,25,Travel_Rarely,8,1,Female,3,2,Sales Executive,3,Divorced,4907,0,4
No,8/31/2019,52,Non-Travel,29,1,Male,3,1,Sales Representative,4,Divorced,3482,2,3
No,3/20/2020,44,Travel_Rarely,1,2,Male,3,1,Research Scientist,4,Single,2436,6,3
No,5/1/2021,21,Travel_Rarely,5,3,Male,3,1,Sales Representative,1,Single,2380,1,3
No,3/31/2021,39,Non-Travel,9,4,Male,3,5,Manager,4,Single,19431,2,3
Yes,2/24/2019,23,Travel_Frequently,9,4,Male,3,1,Sales Representative,1,Married,1790,1,3
No,5/16/2019,36,Travel_Rarely,3,1,Female,2,3,Sales Executive,4,Married,7644,0,3
No,4/9/2020,36,Travel_Frequently,4,4,Female,3,2,Manufacturing Director,2,Divorced,5131,7,3
No,8/17/2021,56,Non-Travel,1,3,Male,3,2,Healthcare Representative,3,Divorced,6306,1,4
Yes,11/3/2021,29,Travel_Rarely,1,1,Male,3,1,Research Scientist,4,Married,4787,9,3
No,2/1/2019,42,Travel_Rarely,2,1,Male,3,5,Manager,3,Married,18880,5,3
Yes,4/24/2020,56,Travel_Rarely,7,4,Male,3,1,Laboratory Technician,3,Married,2339,8,3
No,4/15/2021,41,Travel_Rarely,28,1,Female,2,4,Manufacturing Director,2,Married,13570,0,4
No,1/10/2021,34,Travel_Rarely,28,4,Female,2,2,Sales Executive,3,Married,6712,1,4
No,7/17/2019,36,Non-Travel,15,4,Male,1,2,Sales Executive,4,Divorced,5406,1,4
No,5/21/2021,41,Travel_Rarely,3,3,Male,2,2,Sales Executive,2,Divorced,8938,2,3
No,10/18/2019,32,Travel_Rarely,2,4,Male,3,1,Research Scientist,1,Single,2439,1,3
No,2/11/2021,35,Travel_Rarely,26,3,Female,3,3,Human Resources,4,Single,8837,1,3
No,2/13/2020,38,Travel_Rarely,10,1,Female,3,2,Sales Executive,4,Married,5343,1,3
Yes,3/1/2019,50,Travel_Frequently,1,2,Male,3,2,Sales Executive,3,Divorced,6728,7,3
No,11/5/2021,36,Travel_Rarely,11,2,Female,2,2,Sales Executive,4,Married,6652,4,3
No,12/27/2019,45,Travel_Rarely,20,4,Female,3,2,Sales Executive,3,Single,4850,8,3
No,4/2/2020,40,Travel_Rarely,2,3,Male,2,1,Research Scientist,3,Single,2809,2,3
No,6/9/2021,35,Travel_Frequently,18,3,Male,3,2,Healthcare Representative,3,Married,5689,1,3
No,2/25/2020,40,Travel_Rarely,2,3,Female,3,1,Research Scientist,3,Married,2001,2,3
No,4/30/2019,35,Travel_Rarely,1,3,Female,1,1,Research Scientist,4,Married,2977,1,3
No,11/10/2021,29,Travel_Rarely,13,4,Male,2,2,Laboratory Technician,2,Married,4025,4,3
No,11/21/2020,29,Travel_Rarely,28,4,Female,2,1,Research Scientist,1,Single,3785,1,3
Yes,1/10/2019,50,Travel_Rarely,28,4,Male,2,3,Sales Executive,1,Divorced,10854,4,3
No,10/13/2019,39,Travel_Rarely,24,2,Female,2,4,Sales Executive,4,Married,12031,0,3
No,7/14/2020,31,Non-Travel,5,2,Male,3,2,Manufacturing Director,1,Single,9936,0,3
No,12/8/2019,26,Travel_Rarely,5,4,Female,2,1,Sales Representative,3,Single,2966,0,3
No,1/31/2020,36,Travel_Frequently,23,3,Male,4,2,Laboratory Technician,4,Married,2571,4,3
No,5/30/2020,39,Travel_Rarely,6,4,Male,2,3,Healthcare Representative,1,Married,9991,4,3
No,3/25/2020,27,Travel_Rarely,4,2,Male,4,2,Manufacturing Director,2,Married,6142,1,4
No,4/8/2021,49,Travel_Frequently,2,4,Male,2,2,Sales Executive,2,Married,5390,2,3
No,5/23/2020,34,Travel_Rarely,8,2,Male,4,2,Laboratory Technician,3,Married,4404,2,3
No,2/1/2020,37,Travel_Rarely,10,3,Female,4,3,Research Director,4,Married,13744,1,4
No,6/14/2021,25,Travel_Rarely,8,1,Female,3,2,Sales Executive,3,Divorced,4907,0,4
No,3/26/2020,52,Non-Travel,29,1,Male,3,1,Sales Representative,4,Divorced,3482,2,3
No,8/16/2021,44,Travel_Rarely,1,2,Male,3,1,Research Scientist,4,Single,2436,6,3
No,8/4/2019,21,Travel_Rarely,5,3,Male,3,1,Sales Representative,1,Single,2380,1,3
No,5/24/2020,39,Non-Travel,9,4,Male,3,5,Manager,4,Single,19431,2,3
Yes,3/21/2020,23,Travel_Frequently,9,4,Male,3,1,Sales Representative,1,Married,1790,1,3
No,7/28/2021,36,Travel_Rarely,3,1,Female,2,3,Sales Executive,4,Married,7644,0,3
No,9/27/2019,36,Travel_Frequently,4,4,Female,3,2,Manufacturing Director,2,Divorced,5131,7,3
No,9/10/2020,56,Non-Travel,1,3,Male,3,2,Healthcare Representative,3,Divorced,6306,1,4
Yes,6/16/2019,29,Travel_Rarely,1,1,Male,3,1,Research Scientist,4,Married,4787,9,3
No,12/6/2020,42,Travel_Rarely,2,1,Male,3,5,Manager,3,Married,18880,5,3
Yes,7/17/2021,56,Travel_Rarely,7,4,Male,3,1,Laboratory Technician,3,Married,2339,8,3
No,6/5/2021,41,Travel_Rarely,28,1,Female,2,4,Manufacturing Director,2,Married,13570,0,4
No,7/24/2019,34,Travel_Rarely,28,4,Female,2,2,Sales Executive,3,Married,6712,1,4
No,5/4/2020,36,Non-Travel,15,4,Male,1,2,Sales Executive,4,Divorced,5406,1,4
No,11/18/2021,41,Travel_Rarely,3,3,Male,2,2,Sales Executive,2,Divorced,8938,2,3
No,2/13/2021,32,Travel_Rarely,2,4,Male,3,1,Research Scientist,1,Single,2439,1,3
No,8/3/2021,35,Travel_Rarely,26,3,Female,3,3,Human Resources,4,Single,8837,1,3
No,9/9/2019,38,Travel_Rarely,10,1,Female,3,2,Sales Executive,4,Married,5343,1,3
Yes,6/16/2019,29,Travel_Rarely,1,1,Male,3,1,Research Scientist,4,Married,4787,9,3
No,12/6/2020,42,Travel_Rarely,2,1,Male,3,5,Manager,3,Married,18880,5,3
Yes,7/17/2021,56,Travel_Rarely,7,4,Male,3,1,Laboratory Technician,3,Married,2339,8,3
No,6/5/2021,41,Travel_Rarely,28,1,Female,2,4,Manufacturing Director,2,Married,13570,0,4
No,7/24/2019,34,Travel_Rarely,28,4,Female,2,2,Sales Executive,3,Married,6712,1,4
No,5/4/2020,36,Non-Travel,15,4,Male,1,2,Sales Executive,4,Divorced,5406,1,4
No,11/18/2021,41,Travel_Rarely,3,3,Male,2,2,Sales Executive,2,Divorced,8938,2,3
No,2/13/2021,32,Travel_Rarely,2,4,Male,3,1,Research Scientist,1,Single,2439,1,3
No,8/3/2021,35,Travel_Rarely,26,3,Female,3,3,Human Resources,4,Single,8837,1,3
No,9/9/2019,38,Travel_Rarely,10,1,Female,3,2,Sales Executive,4,Married,5343,1,3
