Id,Model,Age_08_04,Mfg_Month,Mfg_Year,KM,Fuel_Type,HP,Met_Color,Color,Automatic,CC,Doors,Cylinders,Gears,Quarterly_Tax,Weight,Mfr_Guarantee,BOVAG_Guarantee,Guarantee_Period,ABS,Airbag_1,Airbag_2,Airco,Automatic_airco,Boardcomputer,CD_Player,Central_Lock,Powered_Windows,Power_Steering,Radio,Mistlamps,Sport_Model,Backseat_Divider,Metallic_Rim,Radio_cassette,Parking_Assistant,Tow_Bar,High_Price
430,TOYOTA Corolla 1.6 VVT-i L. Sol Wagon Stationwagen,54,3,2000,84598,Petrol,110,0,Red,0,1600,5,4,5,19,1075,0,1,6,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,Yes
431,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,50,7,2000,83567,Petrol,110,0,Green,0,1600,5,4,5,85,1075,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,No
432,TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,50,7,2000,83106,Petrol,110,1,Silver,0,1600,5,4,5,85,1075,1,1,3,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,Yes
433, TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,50,7,2000,82805,Petrol,110,1,Green,0,1600,3,4,5,69,1040,1,1,3,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,Yes
434,TOYOTA Corolla 1.4 16V VVT I HATCHB SOL 2/3-Doors,50,7,2000,82735,Petrol,97,1,Black,0,1400,3,4,5,69,1030,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,No
435, TOYOTA Corolla 1.6 LB LINEA SOL 4/5-Doors,54,3,2000,81905,Petrol,110,1,Green,0,1600,5,4,5,19,1105,0,1,6,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,No
436,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA AUT4 2/3-Doors,49,8,2000,80320,Petrol,110,1,Silver,1,1600,3,4,5,85,1070,1,1,3,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,No
437,TOYOTA Corolla 1.4 VVT-i Linea Sol HB 2/3-Doors,49,8,2000,80090,Petrol,97,1,Silver,0,1400,3,4,5,69,1030,0,1,6,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,No
438,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,53,4,2000,79800,Petrol,110,0,Red,0,1600,5,4,5,85,1075,1,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,No
439, TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,47,10,2000,78785,CNG,110,1,Black,0,1600,5,4,5,197,1119,1,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,No
440, TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,48,9,2000,78600,Petrol,110,1,Blue,0,1600,5,4,5,85,1075,0,1,3,1,1,1,0,0,1,0,1,1,1,1,0,0,1,0,1,0,0,No
441,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,55,2,2000,77780,Petrol,110,0,Red,0,1600,3,4,5,69,1040,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,No
442,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,49,8,2000,77648,Petrol,110,0,Red,0,1600,4,4,5,69,1030,1,1,3,1,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,Yes
443, TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,54,3,2000,77270,Petrol,110,1,Blue,0,1600,4,4,5,69,1035,1,1,3,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,Yes
444,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,50,7,2000,76167,Petrol,97,1,Blue,0,1400,5,4,5,85,1060,1,1,3,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,No
445, TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,46,11,2000,75249,Petrol,110,1,Red,0,1600,4,4,5,69,1035,1,1,3,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,No
446,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,54,3,2000,75231,Petrol,110,1,Grey,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,Yes
447,TOYOTA Corolla 1.6 G6 HB 2/3-Doors,48,9,2000,75045,Petrol,110,1,Silver,0,1600,3,4,6,85,1055,0,0,6,1,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,No
448, TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA AUT4 4/5-Doors,50,7,2000,74849,Petrol,110,1,Red,1,1600,4,4,5,85,1060,1,1,3,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,No
449, TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,55,2,2000,74715,Petrol,110,1,Grey,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,Yes
450, TOYOTA Corolla 1.9 D HATCHB TERRA 2/3-Doors,49,8,2000,74656,Diesel,69,0,Silver,0,1900,3,4,5,185,1105,1,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,No
451,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,56,1,2000,74500,Petrol,97,0,Grey,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,No
452, TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,49,8,2000,74494,Petrol,110,1,Grey,0,1600,5,4,5,85,1075,1,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,No
453,TOYOTA Corolla 1.6 4/5-Doors,50,7,2000,73634,Petrol,110,0,Blue,0,1587,5,4,5,85,1075,0,0,6,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,No
454,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,47,10,2000,73403,Petrol,110,1,Grey,0,1600,5,4,5,85,1075,1,1,3,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,No
455, TOYOTA Corolla 1.4 16V VVT I HATCHB SOL 2/3-Doors,49,8,2000,73175,Petrol,97,1,Silver,0,1400,3,4,5,69,1030,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,No
456,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,52,5,2000,73000,Petrol,110,0,Grey,0,1600,3,4,5,85,1055,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,Yes
457,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA AUT4 2/3-Doors,50,7,2000,72242,Petrol,110,0,Blue,1,1600,3,4,5,85,1070,1,1,3,1,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,Yes
458, TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,53,4,2000,72000,Petrol,97,1,Green,0,1400,3,4,5,69,1025,0,0,3,1,1,1,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,No
459, TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,54,3,2000,71725,Petrol,110,1,Blue,0,1600,4,4,5,69,1035,0,1,3,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,No
460,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,54,3,2000,71276,Petrol,110,0,Green,0,1600,5,4,5,85,1080,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,No
461,TOYOTA Corolla 1.9 D Linea Terra 2/3-Doors,50,7,2000,70440,Diesel,69,1,Green,0,1900,3,4,5,185,1105,0,1,6,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,No
462,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,53,4,2000,70239,Petrol,110,0,Blue,0,1600,3,4,5,69,1040,0,1,3,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,No
463,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,55,2,2000,69813,Petrol,97,1,Silver,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,No
464, TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,49,8,2000,69659,Petrol,86,0,Red,0,1300,3,4,6,69,1025,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,0,0,Yes
465,TOYOTA Corolla 1.4 16V VVT I LIFTB SOL 4/5-Doors,46,11,2000,69574,Petrol,97,0,Blue,0,1400,5,4,5,85,1065,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,No
466, TOYOTA Corolla 1.9 D LIFTB TERRA 4/5-Doors,47,10,2000,69000,Diesel,69,1,Blue,0,1900,5,4,5,185,1140,0,1,3,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,No
467,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,49,8,2000,68565,Petrol,110,1,Blue,0,1600,4,4,5,69,1030,0,1,3,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,No
468,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,55,2,2000,68520,Diesel,72,1,Red,0,2000,3,4,5,185,1115,1,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,No
469,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,46,11,2000,68414,Petrol,97,0,Red,0,1400,3,4,5,69,1025,1,1,3,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,No
470,TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,56,1,2000,66777,Petrol,110,0,Red,0,1600,5,4,5,85,1090,1,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,Yes
471, TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,52,5,2000,66527,Petrol,110,1,Blue,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,1,Yes
472, TOYOTA Corolla 1.6 16V VVT I HATCHB G6 4/5-Doors,54,3,2000,66063,Petrol,110,1,Black,0,1600,5,4,5,85,1090,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,0,No
473,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,50,7,2000,65471,Petrol,97,1,Green,0,1400,5,4,5,85,1060,0,1,3,1,1,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,No
474,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,56,1,2000,65400,Petrol,97,1,Silver,0,1400,3,4,5,69,1025,1,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,No
475,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,52,5,2000,65170,Petrol,97,1,Grey,0,1400,3,4,5,69,1025,1,1,3,1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,0,0,No
476,TOYOTA Corolla 1.6 sol lb 4/5-Doors,56,1,2000,65000,Petrol,110,1,Silver,0,1600,5,4,5,19,1075,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Yes
477,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,48,9,2000,64193,Petrol,110,1,Grey,0,1600,3,4,5,69,1040,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,No
478,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,54,3,2000,64000,Petrol,97,1,Blue,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,No
479,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,54,3,2000,63792,Petrol,110,1,Green,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,0,No
480,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,53,4,2000,63635,Petrol,110,1,Blue,0,1600,4,4,5,69,1035,0,1,3,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,No
481, TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,54,3,2000,63135,Petrol,110,1,Blue,0,1600,3,4,5,69,1050,1,1,3,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,No
482,TOYOTA Corolla 1.6 SDN LINEA SOL 4/5-Doors,54,3,2000,63123,Petrol,110,1,Silver,0,1600,4,4,5,69,1035,1,1,3,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,Yes
483,TOYOTA Corolla 1.9 D Wagon Stationwagen,48,9,2000,63000,Diesel,69,1,Silver,0,1900,5,4,5,185,1140,0,1,6,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,No
484,TOYOTA Corolla 1.6 SDN LINEA SOL 4/5-Doors,55,2,2000,63000,Petrol,110,0,Green,0,1600,4,4,5,69,1035,0,1,3,1,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,No
485,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,54,3,2000,62987,Petrol,110,0,Red,0,1600,5,4,5,85,1080,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,No
486, TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,56,1,2000,62751,Petrol,110,0,Red,0,1600,3,4,5,69,1050,0,1,3,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,No
487,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,54,3,2000,62519,Petrol,97,0,Black,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,No
488, TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,50,7,2000,62280,Petrol,97,1,Green,0,1400,5,4,5,85,1060,0,1,3,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,No
489, TOYOTA Corolla 1.6 VVTI Linea Terra liftback 4/5-Doors,50,7,2000,61672,Petrol,110,0,Blue,0,1600,5,4,5,85,1075,0,0,12,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,No
490,TOYOTA Corolla LIFTBACK 1.9 D Linea Terra 4/5-Doors,54,3,2000,61000,Diesel,69,0,White,0,2000,5,4,5,185,1140,0,1,6,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,No
491, TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,56,1,2000,61000,Petrol,110,1,Black,0,1600,3,4,5,69,1050,1,1,3,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,Yes
492,TOYOTA Corolla ! 1.6-16v vvt-i sol airco sedan 4/5-Doors,53,4,2000,60558,Petrol,110,1,Blue,0,1600,4,4,5,19,1105,0,0,12,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,No
493, TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,47,10,2000,60348,Petrol,110,0,Green,0,1600,4,4,5,69,1030,1,1,3,1,1,1,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,No
494, TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,54,3,2000,60239,Petrol,110,1,Green,0,1600,5,4,5,85,1075,0,1,3,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,No
495, TOYOTA Corolla 1.4 VVTI Linea Terra 2/3-Doors,51,6,2000,59000,Petrol,97,1,Silver,0,1400,3,4,5,69,1025,0,1,6,0,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,No
496,TOYOTA Corolla 1.4 VVT-i Linea Luna liftback 4/5-Doors,51,6,2000,58761,Petrol,97,0,Silver,0,1300,5,4,5,85,1060,0,1,12,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,No
497,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,54,3,2000,58745,Petrol,110,1,Blue,0,1600,4,4,5,69,1035,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,Yes
498,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,52,5,2000,58596,Petrol,110,1,Blue,0,1600,3,4,5,69,1045,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,No
499, TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,54,3,2000,58530,Petrol,110,0,Red,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,No
500,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,55,2,2000,58377,Petrol,110,1,Black,0,1600,3,4,5,69,1050,1,1,3,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,No
501, TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,56,1,2000,58142,Petrol,110,1,Green,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,No
502,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,53,4,2000,57948,Petrol,97,1,Blue,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,No
503,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,51,6,2000,57645,Petrol,110,0,Red,0,1600,5,4,5,85,1080,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,No
504, TOYOTA Corolla 1.6 SDN LINEA SOL 4/5-Doors,47,10,2000,57500,Petrol,110,1,Red,0,1600,4,4,5,19,1105,0,0,3,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,Yes
505, TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,53,4,2000,57475,Petrol,110,0,White,0,1600,3,4,5,69,1040,0,1,3,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,No
506,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,55,2,2000,56743,Petrol,110,0,Black,0,1600,3,4,5,69,1045,0,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,No
507, TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,48,9,2000,56675,Petrol,97,1,Red,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,No
508,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,54,3,2000,55877,Petrol,110,1,Red,0,1600,5,4,5,85,1075,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,No
509,TOYOTA Corolla 1.6 VVTI Linea Sol Sedan 4/5-Doors,53,4,2000,55500,Petrol,110,1,Blue,0,1600,4,4,5,69,1035,1,1,12,1,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,Yes
510, TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,55,2,2000,54900,Petrol,97,1,Red,0,1400,5,4,5,85,1060,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,No
511,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,50,7,2000,54465,Petrol,110,0,Green,0,1600,5,4,5,85,1075,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,No
512, TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,46,11,2000,53700,Petrol,97,1,Grey,0,1400,5,4,5,85,1060,1,1,3,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,No
513, TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,52,5,2000,53561,Petrol,97,1,Grey,0,1400,5,4,5,85,1060,1,1,3,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,No
514,TOYOTA Corolla 1.6 16v Liftback Linea So 4/5-Doors,51,6,2000,53408,Petrol,110,1,Green,0,1600,5,4,5,85,1080,0,0,12,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,No
515, TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,51,6,2000,53268,Petrol,110,1,Red,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,Yes
516, TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,49,8,2000,53116,Petrol,97,1,Red,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,No
517,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,56,1,2000,52448,Petrol,97,0,Grey,0,1400,3,4,5,69,1025,1,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,No
518,TOYOTA Corolla 1.4 HB LINEA TERRA 2/3-Doors,55,2,2000,52149,Petrol,97,1,Grey,0,1400,3,4,5,19,1085,0,1,12,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,No
519,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,55,2,2000,52141,Petrol,110,1,Green,0,1600,5,4,5,85,1070,1,1,3,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,Yes
520,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,56,1,2000,52000,Petrol,97,0,Grey,0,1400,3,4,5,69,1025,0,0,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,No
521, TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,48,9,2000,50967,Petrol,97,1,Grey,0,1400,5,4,5,85,1060,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,No
522,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,50,7,2000,50400,Petrol,110,0,Grey,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,No
523, TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,54,3,2000,50000,Petrol,97,1,Silver,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,No
524,TOYOTA Corolla 1.3 G6 liftback 4/5-Doors,51,6,2000,50000,Petrol,86,1,Violet,0,1300,5,4,5,69,1045,1,1,12,1,1,0,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,Yes
525,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,53,4,2000,49969,Petrol,110,0,Red,0,1600,5,4,5,85,1075,0,1,3,1,1,1,1,0,1,0,1,1,1,1,0,0,1,0,1,0,1,No
526, TOYOTA Corolla 1.6 HB LINEA TERRA 2/3-Doors,49,8,2000,49568,Petrol,110,1,Grey,0,1600,3,4,5,19,1105,0,1,3,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,Yes
527, TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,51,6,2000,49473,Petrol,110,0,Red,0,1600,3,4,5,85,1055,1,1,3,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,1,0,0,No
528,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,52,5,2000,49432,Petrol,110,1,Blue,0,1600,3,4,5,69,1050,1,1,3,1,1,1,1,0,0,0,1,1,1,1,0,0,1,0,1,0,1,No
529,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,48,9,2000,49417,Petrol,110,1,Red,0,1600,3,4,5,69,1045,1,1,3,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,No
530,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,54,3,2000,49366,Petrol,97,1,Grey,0,1400,3,4,5,69,1025,0,1,3,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,No
531, TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,56,1,2000,48731,Petrol,110,1,Black,0,1600,3,4,5,85,1055,1,1,3,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,0,0,No
532,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,54,3,2000,48370,Petrol,110,1,Green,0,1600,5,4,5,85,1080,0,1,3,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,1,Yes
533,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,48,9,2000,48071,Petrol,97,0,Silver,0,1400,3,4,5,69,1025,1,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,No
534,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,54,3,2000,47852,Petrol,110,1,Red,0,1600,4,4,5,69,1030,0,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,No
535, TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,54,3,2000,47768,Petrol,110,0,Black,0,1600,3,4,5,85,1055,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,No
536, TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,52,5,2000,47689,Petrol,110,0,Red,0,1600,5,4,5,85,1075,1,1,3,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,No
537,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,53,4,2000,47451,Petrol,110,1,Black,0,1600,3,4,5,85,1055,0,1,3,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,Yes
538,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,50,7,2000,47219,Petrol,110,1,Grey,0,1600,5,4,5,85,1080,1,1,3,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,Yes
539, TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,56,1,2000,47211,Petrol,110,1,Green,0,1600,5,4,5,85,1070,1,1,3,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,No
540, TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,54,3,2000,46856,Petrol,97,0,Red,0,1400,5,4,5,85,1060,0,1,3,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,No
541, TOYOTA Corolla 1.3 Linea Terra liftback 4/5-Doors,56,1,2000,46500,Petrol,86,0,Black,0,1300,5,4,5,69,1035,1,1,12,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,No
